T,P,z_carbon dioxide,z_hydrogen,z_argon,z_oxygen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_oxygen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_oxygen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_oxygen,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_oxygen,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,5.3168271311,0.98,0.002501,0.001635,0.008229,0.007635,0.027793337999625196,0.00033130983182385655,0.9848264997564691,0.0004898685756686065,0.0011199583965268507,0.005865178557416798,0.007698494713918753,0.46217297178132744,0.21827190259310414,0.05689294600486982,0.26183942051474907,0.0008227591059496634,0.027371615778719348,1.3615082898952552e-05,3.1127382260189026e-05,0.00016301289007443918,0.0002139668656722718,0.00015312244955440358,7.231562733999453e-05,1.884919237283717e-05,8.674997437559757e-05,2.725881810237295e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.558785195037704,-0.19175444900970717,-0.3390575681250283
200.0,5.6104044133,0.98,0.002501,0.001635,0.008229,0.007635,0.02779432792284431,0.00034948331649064466,0.984374837586817,0.0005708533366904911,0.0011857829424284571,0.006178078652288146,0.007690447481775924,0.4393171119811167,0.24104637488727443,0.0571533983896972,0.2617008273249616,0.0007822874169500553,0.0273600370348846,1.586648483582536e-05,3.295803994717175e-05,0.00017171554399482075,0.00021375081918189226,0.0001535340012862526,8.424168652365191e-05,1.997415921794245e-05,9.14600730618731e-05,2.733964009246051e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.532290721890405,-0.20732163540914428,-0.36354437716635957
200.0,5.9039816954,0.98,0.002501,0.001635,0.008229,0.007635,0.027795377057373484,0.0003676393017202846,0.9839656782594417,0.0006567135743176527,0.0012436126962348806,0.006450321039842385,0.0076836744301634514,0.41871763232317827,0.2635321235452979,0.05703001143667273,0.2599743693368409,0.0007458633580101961,0.027349697038735424,1.825360141685462e-05,3.456668380518538e-05,0.00017928910544352849,0.00021357062797249248,0.00015393705796526414,9.68847658810571e-05,2.096647358167821e-05,9.557679560816757e-05,2.7420868411761514e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.50851631568946,-0.22248981979632632,-0.3867704083527137
200.0,6.1975589776,0.98,0.002501,0.001635,0.008229,0.007635,0.027796478453722115,0.00038577895990278256,0.9835940915158525,0.0007468616210406679,0.0012942873321836494,0.006686861199108506,0.007677898331814753,0.400054979993822,0.28554994652575233,0.05661262482718729,0.25706955227603273,0.0007128963772055248,0.02734045197202877,2.0760122957168896e-05,3.597662994196829e-05,0.00018587119324405002,0.00021341853555015774,0.00015433279408594514,0.00011015916137099991,2.183995952319876e-05,9.917202449972189e-05,2.750204229168091e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.487133582052422,-0.23730877990606558,-0.40889024441426614
200.0,6.4911362597,0.98,0.002501,0.001635,0.008229,0.007635,0.027797625323518094,0.00040390376259039003,0.9832552129275954,0.0008407256763692996,0.0013386670865950094,0.006892482931082841,0.007672911378357512,0.38306738539280233,0.3069578558230033,0.055975771165369004,0.2533160791439193,0.0006829084749059066,0.0273321600063573,2.3370177351575122e-05,3.721176610609362e-05,0.0001915946580669846,0.0002132887156361409,0.00015472235828581588,0.00012398143292358948,2.2608824587591203e-05,0.00010231531749087403,2.758293025193606e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.467824595352084,-0.25182527612763295,-0.4300518098494841
200.0,6.7847135418,0.98,0.002501,0.001635,0.008229,0.007635,0.027798811369950927,0.0004220152783292834,0.9829445129969501,0.00093777766385963,0.001377574687314337,0.007071579561528784,0.007668555090347175,0.3675383757202393,0.32765279661105995,0.05517972040079081,0.24897359934628469,0.0006555079216252622,0.027324689103930492,2.6069104384587102e-05,3.829493888067039e-05,0.00019658150631853897,0.0002131767164366381,0.00015510680992626954,0.00013827448615718455,2.3286685063071775e-05,0.00010507066282476583,2.766343579917351e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.450296698311323,-0.2660814173990964,-0.45039012144379953
200.0,7.078290824,0.98,0.002501,0.001635,0.008229,0.007635,0.02780003096129266,0.00044011503876685565,0.9826579359626366,0.001037547227168509,0.0014117617490074432,0.007228047892687743,0.0076647071684996775,0.3532873754047518,0.3475673752344905,0.0542721711569806,0.24424270803739345,0.0006303701663836042,0.027317921044121236,2.88438450390879e-05,3.92470203323756e-05,0.00020093995520642543,0.00021307909659353284,0.00015548708692210303,0.00015296962882542205,2.3885998712715944e-05,0.00010749488891639923,2.774353902153892e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.434289814420286,-0.28011400133669895,-0.47002438996765505
200.0,7.3718681061,0.98,0.002501,0.001635,0.008229,0.007635,0.02780127918615279,0.00045820446196469364,0.9823919450286157,0.001139625679767836,0.0014418940386975658,0.007365262870028002,0.007661272382890882,0.3401625461590912,0.3666641677822673,0.053290211605241666,0.23927585075014984,0.0006072237032500575,0.02731175273396821,3.1683051690934764e-05,4.008649872668042e-05,0.00020476372932905345,0.00021299317243791147,0.00015586399644336666,0.00016800715772040593,2.441781273656443e-05,0.00010963726245411674,2.782326102399014e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.419578343770322,-0.2939545285692553,-0.48905749914564467
200.0,7.6654453883,0.98,0.002501,0.001635,0.008229,0.007635,0.027802551833273077,0.00047628481687085405,0.9821435094275569,0.001243663725887346,0.0014685492593972456,0.0074861015754872934,0.007658176011671211,0.3280352727672861,0.3849294094359974,0.05226226120987732,0.23418721715189625,0.0005858394349429137,0.027306095828572376,3.457702520214446e-05,4.0829416904106715e-05,0.00020813272708163273,0.00021291683551281733,0.00015623821981714753,0.00018333603328143003,2.4891721509603158e-05,0.00011153981583468584,2.790264279875103e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.40596971680932,-0.30762960123726657,-0.5075769103197061
200.0,7.9590226704,0.98,0.002501,0.001635,0.008229,0.007635,0.02780384533060285,0.0004943572141586234,0.9819100605966139,0.0013493659247941366,0.0014922220616968576,0.007592992413203369,0.0076553590036918225,0.3167958721677176,0.40236709523428793,0.05120982407306691,0.22906118597564554,0.0005660225492817874,0.027300875453391125,3.751756146736205e-05,4.1489511402332735e-05,0.00021111438665314736,0.00021284841768888537,0.00015661032482178425,0.00019891307626912009,2.5315945966314565e-05,0.00011323804977079046,2.7981733061390653e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.393301218595003,-0.3211614992236278,-0.5256562772067319
200.0,8.2525999526,0.98,0.002501,0.001635,0.008229,0.007635,0.02780515666747095,0.0005124226122145631,0.9816894356594651,0.0014564838837875097,0.0015133325497985483,0.007687973543844693,0.007652774363104125,0.3063502216186619,0.41899395506468246,0.050148981817087594,0.22395923526853484,0.000547606231033241,0.02729602855731257,4.049776257235826e-05,4.207844863713192e-05,0.00021376530884197354,0.00021278659010691542,0.00015698078081434504,0.00021470197695635588,2.5697472262612654e-05,0.00011476177636587854,2.806058153710249e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.381436157422876,-0.3345687933618038,-0.5433572933714039
200.0,8.5461772347,0.98,0.002501,0.001635,0.008229,0.007635,0.027806483314238496,0.0005304818306888016,0.9814798190179289,0.0015648093527148037,0.0015322359394674898,0.007772751265141624,0.007650384424747042,0.29661708456716174,0.43483541805475734,0.049091616273727955,0.2189254343696602,0.0005304467346928022,0.027291502210783858,4.351184515622853e-05,4.26060930842793e-05,0.00021613287835988673,0.0002127302868542387,0.00015734997403476302,0.00023067228861801804,2.6042210472359368e-05,0.00011613596520875842,2.8139235490273476e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.370260009383337,-0.3478669527044218,-0.5607315329504203
200.0,8.8397545169,0.98,0.002501,0.001635,0.008229,0.007635,0.027807823147091622,0.0005485355669472779,0.9812796877272812,0.0016741678285712336,0.001549232046997657,0.007848753608337228,0.007648158788812549,0.28752597126719315,0.44992250184683114,0.048046385125866294,0.21399072227988047,0.0005144194802289522,0.02728725201415353,4.655496289545927e-05,4.3080770776717585e-05,0.00021825675226573886,0.0002126786470001738,0.00015771822166111654,0.00024679849463288923,2.635515110478433e-05,0.00011738152216725173,2.821773812361123e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.359676863608847,-0.36106884609989365,-0.5778220848602871
200.0,9.133331799,0.98,0.002501,0.001635,0.008229,0.007635,0.027809174381361393,0.0005665844127585143,0.9810877631346866,0.0017844129267610234,0.001564573955418344,0.007917177235679407,0.007646072747454671,0.27901541333011765,0.46428948807203796,0.0470194869141409,0.20917619575555094,0.0004994159281524993,0.02728324068843228,4.9623050248652755e-05,4.350950995876507e-05,0.00022017016235515338,0.00021263097036654198,0.00015808578411221884,0.00026305918694924683,2.664050838145517e-05,0.00011851597203521886,2.829612803745322e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.349606302639927,-0.37418520978044967,-0.5946650116343051
200.0,9.4269090811,0.98,0.002501,0.001635,0.008229,0.007635,0.02781053551429798,0.0005846288698667513,0.9809029694374091,0.0018954215769675317,0.0015784756037804817,0.007979027301566721,0.00764410608027625,0.2710315614027992,0.47797222996479605,0.04601525393792937,0.20449561363943197,0.00048534105504345317,0.02727943686761941,5.271268908082222e-05,4.389825183739003e-05,0.00022190102213977446,0.0002125866836205838,0.00015845287544113954,0.0002794363646320097,2.6901845906363228e-05,0.00011955403949472894,2.837443925099908e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.339980745131214,-0.3872250238502488,-0.6112905685764964
200.0,9.7204863633,0.98,0.002501,0.001635,0.008229,0.007635,0.027811905276936402,0.0006026693638552517,0.9807243988760611,0.002007089999785999,0.001591118265588408,0.0080351507310925,0.0076422421274719085,0.2635270373367174,0.4910069500181489,0.0450366082846889,0.1999572930634161,0.0004721112970288142,0.027275814084321406,5.582099695633451e-05,4.425203048694814e-05,0.0002234728510190509,0.00021254531415266164,0.00015881967195037865,0.0002959148462159452,2.714218406513162e-05,0.00012050813460874713,2.8452701504923325e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.33074322366841,-0.4001958220268733,-0.6277242171183168
200.0,10.0140636454,0.98,0.002501,0.001635,0.008229,0.007635,0.02781328259410733,0.0006207062561567304,0.9805512828576342,0.002119330375904783,0.0016026559921369175,0.00808626370158237,0.007640467072741686,0.2564599883925537,0.5034294080283898,0.04408541089271892,0.1955655398247432,0.0004596528615944192,0.02727234992813385,5.894553465531545e-05,4.457512401044354e-05,0.00022490553746258286,0.0002125064698451365,0.00015918631924914054,0.00031248178309650087,2.7364090346350702e-05,0.00012138875405788632,2.853094068519997e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.321845547225056,-0.4131039516230395,-0.6439874659251572
200.0,10.3076409276,0.98,0.002501,0.001635,0.008229,0.007635,0.027814666551456115,0.0006387398542621425,0.9803829681699657,0.0022320681072512637,0.0016132201422688177,0.008132974195189947,0.007638769385324303,0.2497933030419688,0.5152743438743225,0.0431627279454528,0.19132172480627083,0.0004479003319850979,0.02726902535237441,6.208423012333369e-05,4.4871180331299756e-05,0.00022621596531080553,0.00021246982331626688,0.00015955293798068635,0.00032912625931130583,2.7569754557435024e-05,0.00012220481061993917,2.860917927761267e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.313246791540585,-0.4259547786555622,-0.6600985529625341
200.0,10.6012182097,0.98,0.002501,0.001635,0.008229,0.007635,0.027816056368349287,0.0006567704203249123,0.9802188974640691,0.0023452395725785595,0.0016229231310560736,0.00817580044902241,0.007637139383273868,0.2434939569602098,0.5265751209598694,0.042269033820483186,0.18722509275341243,0.00043679550602511327,0.027265824105181736,6.52353161481286e-05,4.514332129495366e-05,0.00022741852614638277,0.00021243509957808622,0.00015991962845933312,0.00034583896352545496,2.7761051109006676e-05,0.00012296390286302937,2.868743680881464e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.304912062974047,-0.4387528604973774,-0.6760730083867728
200.0,10.8947954919,0.98,0.002501,0.001635,0.008229,0.007635,0.02781745137564949,0.0006747981783520158,0.9800585932611876,0.002458790290481651,0.0016318615236203158,0.008215186035139875,0.007635568889570566,0.2375324645972852,0.5373635142371973,0.04140436554330663,0.18327336919801585,0.0004262864241950309,0.02726273226333053,6.839727934839242e-05,4.539422858510143e-05,0.0002285255380744182,0.0002124020663110512,0.00016028647440971273,0.00036261192052009823,2.793959044444428e-05,0.00012367253567525753,2.876573025030015e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.29681148736979,-0.4515020821903022,-0.6919241098490154
203.4034827586,2.8303754036,0.98,0.002501,0.001635,0.008229,0.007635,0.02757174148172041,0.00017500304477654054,0.9771898770389706,3.555530915725186e-06,1.950074081931016e-05,0.00011116792254147323,0.022675898766752925,0.9804414781812494,0.002893355515140452,0.0018887994545589513,0.009504334136955919,0.005272032712095271,0.026942826668272656,9.803217923863946e-08,5.376693845720523e-07,3.0650932213734187e-06,0.0006252140186625743,0.0001715802439069308,5.06346024770575e-07,3.305456555200855e-07,1.6632874125408995e-06,9.226217767781952e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.367512221936373,-0.02191644379601243,-0.024516381493686623
203.4034827586,3.1185790423,0.98,0.002501,0.001635,0.008229,0.007635,0.02754914969606815,0.00019277195577877717,0.9905803391006248,2.693631458359359e-05,0.00013845215422903954,0.0007804187997096879,0.008473853630852898,0.9064627078894077,0.01969666284259559,0.012036564169662391,0.05999940984469672,0.0018046552536375923,0.027289646047865063,7.420725627238035e-07,3.8142391225989252e-06,2.149987433882802e-05,0.0002334474621789371,0.0001747405890403675,3.7969642184823207e-06,2.320312015842572e-06,1.1566203581334603e-05,3.4788692275016386e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.15431603861757,-0.026101811602238456,-0.04423525367645453
203.4034827586,3.4067826809,0.98,0.002501,0.001635,0.008229,0.007635,0.027548761486920828,0.00021045165664813445,0.9901205246773168,5.669882324502135e-05,0.0002690787892126115,0.001501042465991318,0.008052655244234192,0.8332625514052978,0.03794091341456265,0.021439486411811818,0.10577763055733153,0.0015794182109962684,0.02727659417764031,1.5619823581661756e-06,7.41278738520768e-06,4.135186087733429e-05,0.00022184067865980997,0.0001753614843660962,7.984728082838137e-06,4.511975433050965e-06,2.226107758710475e-05,3.3239117904439746e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.098294383356023,-0.04354992622187126,-0.07850292670860526
203.4034827586,3.6949863196,0.98,0.002501,0.001635,0.008229,0.007635,0.027548878932659168,0.00022813920840549773,0.9894116191884954,9.077733780139348e-05,0.0003960463662765884,0.002187390262668571,0.007914166844758026,0.7711269318710073,0.05599132852315523,0.029131230092023456,0.14231108906465015,0.0014394204491638988,0.027257180911590136,2.5008138889196934e-06,1.0910633396273321e-05,6.0260149524733994e-05,0.00021802642425910405,0.0001759242878172118,1.27738173668448e-05,6.645975773072646e-06,3.246673920653357e-05,3.2838824183493786e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.04766836184146,-0.06089101058787705,-0.1119651344905499
203.4034827586,3.9831899582,0.98,0.002501,0.001635,0.008229,0.007635,0.027549161367810347,0.00024583071665153303,0.9886744295746946,0.00012966711918186843,0.0005180607901408902,0.0028342417465781907,0.007843600769404345,0.7178413323131589,0.07416743792818607,0.035391144150165935,0.17126941943408436,0.0013306661744046562,0.02723715140058111,3.5722203904403897e-06,1.4272140305926716e-05,7.808098323186722e-05,0.0002160846233010017,0.00017646744916463515,1.8232634418094076e-05,8.700230329553004e-06,4.210328411997296e-05,3.2711861927785047e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.000278297981314,-0.07788798208548542,-0.1442775410023458
203.4034827586,4.2713935969,0.98,0.002501,0.001635,0.008229,0.007635,0.02754954974687585,0.0002635210097612401,0.987954464143723,0.00017386656247470899,0.0006340099626186926,0.003437695290167877,0.0077999640410156825,0.6716625585881723,0.09270724859019329,0.04043619407520814,0.19395346975197708,0.0012405289944490904,0.027217700657575568,4.789945512215293e-06,1.746668900517857e-05,9.470695741108072e-05,0.00021488549737180433,0.00017699719565797325,2.443030776067404e-05,1.0655786693600324e-05,5.111081419573714e-05,3.2690545325532017e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.955904854384425,-0.0944852152472393,-0.17530700534388188
203.4034827586,4.5595972355,0.98,0.002501,0.001635,0.008229,0.007635,0.027550028932843033,0.00028120497516501857,0.9872687695680694,0.00022380102395748154,0.0007428930246545242,0.003994650715109496,0.0077698856682091675,0.6312645183312522,0.1117547154093192,0.044435827957707334,0.21138137999933285,0.0011635583023883586,0.027199283166092655,6.165724685228513e-06,2.0466724323239415e-05,0.00011005274277786872,0.00021406057496404498,0.0001775147231998972,3.142598197125132e-05,1.2495575897284128e-05,5.944149571305975e-05,3.2719838352616954e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.91460071371153,-0.11065866509338207,-0.20496842352841682
203.4034827586,4.8478008742,0.98,0.002501,0.001635,0.008229,0.007635,0.027550594693049164,0.00029887800550417885,0.9866255683166115,0.00027976901166890475,0.0008438935737978376,0.004503064963638097,0.00774770413428366,0.5956278561253445,0.13136229554880044,0.047529821174805496,0.22438338396031135,0.0010966431907379975,0.027182121146490254,7.707802648164937e-06,2.3249769815772997e-05,0.00012406211768966336,0.00021345385640531047,0.00017802006566147298,3.9261300892075947e-05,1.4205618154696154e-05,6.706325826633622e-05,3.277625295975115e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.87644184104121,-0.1263998002670519,-0.23321340666485213
203.4034827586,5.1360045128,0.98,0.002501,0.001635,0.008229,0.007635,0.02755124521513183,0.00031653633439691323,0.9860288206334619,0.00034190083377622066,0.000936458815105286,0.004962219482119987,0.0077306002355367,0.563957799872202,0.15149802977131635,0.04984054949510871,0.23366588668558197,0.0010377341757909252,0.027166321826459748,9.419793710626684e-06,2.5800606448837536e-05,0.00013671532576319223,0.0002129876627494275,0.0001785131347260948,4.795463101216691e-05,1.5776344841509636e-05,7.396374324505861e-05,3.2848057208326143e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.841452912672914,-0.14171233197982147,-0.26003229491587376
