feature,mean_abs_shap
temperature,10.105359001263816
z_hydrogen,10.031628598381394
z_carbon dioxide,3.8025074431856387
z_hydrogen sulfide,1.4003007211488572
z_methane,1.1495058493610049
z_nitrogen,1.0017127675029716
pressure,0.3863174388406253
z_carbon monoxide,0.36366890672375085
z_argon,0.33888106913164623
z_oxygen,0.2496207191014627
