temperature,pressure,z_carbon dioxide,z_hydrogen,z_methane,z_oxygen,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_methane,x_oxygen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_methane,y_oxygen,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_methane,E_oxygen,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.369159165078963,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.027918444085304774,15.083284833104983,2.3457021436425376,1211.5921721627158,6.379297317082741,0.9515205271217834,4.50775425868963e-06,0.0006055913227763403,2.7487389154359588e-05,0.047841886412027156,0.9605576787696958,0.004640057815060327,0.02121265297625732,0.002801162294140052,0.010788448144846623,20.386607337086513,0.6041518749772763,1.0000000006955148,2.044938096567294,3.99392168797518,4.17237827300695,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.8023761588615486,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.033023522965608634,15.083284833104983,2.3457021436425376,1215.0090869663115,6.9388903810523335,0.9810230069066267,3.3487707019624114e-05,0.0038383935919645376,0.00019243073966209188,0.014912681054726857,0.8435816791326861,0.028279539703685887,0.10911180263241575,0.01612843633437933,0.0028985421968330673,19.80155288050731,0.6118828772570908,1.0000000007124472,2.0141178954388033,3.7399779944361033,3.979523238173357,1.00000000014246,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2355931526441335,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.038128601845912484,15.083284833104983,2.3457021436425376,1211.490364129111,7.357608669051415,0.9783779180911433,7.847639967271979e-05,0.007185741416717733,0.0004130142924155557,0.013944849800050731,0.7340008618890358,0.05693148151096163,0.1767964953780918,0.029892982489832277,0.002378178732078571,19.5526278164176,0.6189288806511684,1.0000000007393732,1.9919859491238052,3.660678809949217,3.906701850670098,1.0000000001361828,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.6688101464267184,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.04323368072621634,15.083284833104983,2.3457021436425376,1208.3682517015425,7.74795145237878,0.9755510560643843,0.00013905706570922899,0.010024839350501986,0.000658254964173677,0.013626792555230796,0.6499598358560915,0.08838698102677475,0.21763870379060427,0.041940523479984164,0.0020739558465452195,19.342528480313618,0.6250601239943286,1.0000000007873733,1.9729996282224,3.596314921979352,3.846814206332243,1.0000000001579623,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.102027140209303,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.04833875960652019,15.083284833104983,2.3457021436425376,1205.8006226854836,8.102328574023877,0.973095919662258,0.0002178174182010779,0.01230787259449991,0.0009128406715406142,0.013465549653500582,0.5836958787100464,0.12320495450183229,0.23927476006414494,0.05197163837863307,0.0018527683453432775,19.168107398704493,0.6302469496719937,1.0000000008727836,1.9573962872388162,3.544519684111494,3.798560608206312,1.0000000001977998,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.535244133991888,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.05344383848682405,15.083284833104983,2.3457021436425376,1203.7823980509872,8.414934357405562,0.9710951333919063,0.00031545875556682554,0.014061947238964265,0.0011583289234926586,0.013369131690069959,0.5301589482993281,0.1608127602984591,0.24770376161319388,0.0596446045963571,0.0016799251926619507,19.02660709239646,0.6345528522495556,1.000000001063977,1.9446306419501513,3.5038526564036467,3.7605154776129845,1.0000000002988867,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.968461127774474,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.0585489173671279,15.083284833104983,2.3457021436425376,1202.235547942817,8.685351687423076,0.969512664973443,0.0004305001136492719,0.015370212350498598,0.0013801142315542755,0.01330650833085479,0.48600924965178915,0.19985154567351188,0.2476911702959004,0.06490847768097212,0.0015395566978264488,18.91291556324663,0.6381014319479241,1.000000001164897,1.9343319668837629,3.4723362313338497,3.7309215206621134,1.0000000003446539,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.40167812155706,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.06365399624743177,15.083284833104983,2.3457021436425376,1201.05565397949,8.91794511851896,0.9682693657332191,0.0005600768585890126,0.016335639918867655,0.0015713630915803552,0.013263554397743897,0.448966420283042,0.2388123837110711,0.24274648809545232,0.06805206819525751,0.0014226397151769978,18.82092403804848,0.6410444841579577,1.0000000011440693,1.9260303397290905,3.4478233217212506,3.707817379115955,1.000000000314572,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.834895115339645,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.06875907512773562,15.083284833104983,2.3457021436425376,1200.145446755242,9.11932655423262,0.9672827291536048,0.0007010211572768588,0.017051587233679867,0.0017319255795035379,0.013232736875934924,0.4174295453247837,0.27650450152375744,0.23520508099231638,0.0695374239043694,0.0013234482547730562,18.745027912289984,0.6435825024196241,1.000000001078369,1.9190929253123226,3.428429710560424,3.6894651816503274,1.0000000002490115,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.26811210912223,0.9600000000000001,0.004354000000000001,0.019941000000000004,0.0026300000000000004,0.013075000000000002,308.31,84.86,0.6486977392883786,0.07386415400803947,15.083284833104983,2.3457021436425376,1199.4285068443423,9.296165462928883,0.9664842769654706,0.0008505444538108323,0.017590242175086764,0.0018652224979122034,0.01320971390771961,0.3902459008982423,0.31219220140495807,0.22649508673504187,0.0698287206955621,0.0012380902661956246,18.68079995170117,0.6457687177478093,1.0000000009937244,1.9131464961822868,3.4127049392052933,3.6745215725221927,1.0000000001919112,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
