T,P,z_carbon dioxide,z_hydrogen,z_argon,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.5210737985,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.027774884131612092,0.00015770666495630307,0.9997287809253234,1.3307315702354946e-05,0.00017523281121355924,8.267894776061747e-05,0.9508693032829716,0.012469834352988114,0.01842433074007667,0.018236531623963693,0.027767351053238666,3.696091517356908e-07,4.867071027513264e-06,2.2963981941747596e-06,0.00014995842663008093,1.9665759883672947e-06,2.9056397550693865e-06,2.8760225827854677e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.895519953376052,-0.014576115942119827,-0.01997362436132022
200.0,3.7984100654,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.027771368077325262,0.00023711882635204563,0.9971144822033949,0.00015371942803888783,0.0018204005177700616,0.0009113978507961504,0.6422693726066029,0.0956499328688625,0.1279621106079575,0.13411858391657708,0.02769123330050207,4.2689988167038675e-06,5.0555012827145866e-05,2.5310765179343064e-05,0.00015229415983434235,2.268039982251663e-05,3.0342225484889534e-05,3.18020412102971e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.730913230500715,-0.1561834652889651,-0.21328212575979677
200.0,5.0757463324,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.027768050140421777,0.00031695589392111617,0.99463437679794,0.00031031993005420903,0.0033045128788718823,0.0017507903931339593,0.488070790033237,0.14410881092675135,0.1745678744187442,0.19325252462126735,0.027619057246312365,8.616979377317455e-06,9.175987931018394e-05,4.861603542191254e-05,0.00015469691355177002,4.567613698919759e-05,5.533031668630221e-05,6.125252669384631e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.575379588099427,-0.2924466666435457,-0.3980473912486815
200.0,6.3530825993,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.02776498404007157,0.0003971463148730345,0.9922858529751971,0.0004840487046576209,0.004637520940796154,0.0025925773793491294,0.3956858273423794,0.17895026407112943,0.19638118270668511,0.22898272587980614,0.027550800871045153,1.3439604559436161e-05,0.0001287606949067029,7.198286956027916e-05,0.00015714516817651379,7.106943792140544e-05,7.799206302236808e-05,9.093964575274725e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.4287354967742,-0.4233114287793711,-0.5743527055231077
200.0,7.6304188662,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.027762221354481562,0.000477638019613747,0.9900658364497917,0.0006756247659552716,0.005830092759319611,0.0034284460249333322,0.33418860578898507,0.2071817694817229,0.20617428267474433,0.2524553420545477,0.027486426907029057,1.875684430502005e-05,0.00016185632570139125,9.518127744609158e-05,0.00015962118384653002,9.895789007532197e-05,9.847667607204975e-05,0.00012058226961984527,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.290770016883886,-0.5487386918665464,-0.7422992181486769
200.0,8.9077551332,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.02775980825284017,0.000558384658678147,0.9879704545587468,0.0008855535512485699,0.006893463601009902,0.004250528288994841,0.29032454823556664,0.23176210074886167,0.20943786501590314,0.2684754859996685,0.027425870378022153,2.458279678028197e-05,0.000191361227761968,0.00011799385027576959,0.0001621127737724041,0.00012941240152118344,0.00011694689077118488,0.0001499125926133745,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.16121884146287,-0.668721473505336,-0.9020288074439051
200.0,10.1850914001,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.02775778345598349,0.0006393427463838159,0.9859950567784944,0.0011141124857741943,0.007839082249061526,0.005051748486669849,0.2574693730693239,0.2541255976998397,0.208920076401145,0.27948495282969127,0.027369037274727597,3.0925293125727575e-05,0.00021759554756309389,0.00014022534056707398,0.00016461117608786082,0.00016247335755984426,0.00013357153542102468,0.00017868667731508605,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.03976679769505,-0.7833077994054243,-1.0537461257634142
200.0,11.462427667,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.027756176906181783,0.0007204713343717167,0.9841343093490068,0.001361340374186274,0.00867827643172726,0.005826073845079799,0.23194518604441128,0.2750263775818378,0.20614248754309608,0.28688594883065477,0.02731580598973406,3.7785604255441925e-05,0.00024087577587976982,0.0001617095363125136,0.00016710985769051307,0.00019814862124380628,0.00014851975307087942,0.00020669310236651789,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.926054046514807,-0.8925963051659274,-1.1977120966726922
200.0,12.739763934,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.027755009101004122,0.0008017323876085852,0.9823823127193709,0.0016270371259918006,0.009421983614374529,0.006568666540262806,0.21154680763894837,0.2948780425078722,0.20200819349701316,0.29156695635616625,0.027266030030191617,4.515843023957401e-05,0.00026150724096647677,0.00018231339960645543,0.00016960392717934816,0.00023641327707318226,0.00016195651128885744,0.0002337586720671973,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.81968331085881,-0.9967361611085614,-1.3342415202730429
200.0,14.0171002009,0.9600000000000001,0.010142000000000002,0.015014000000000001,0.014844000000000001,0.027754291063892378,0.0008830912926285966,0.980732730072128,0.0019107758378133228,0.010080554134598558,0.007275939955460064,0.194872065464823,0.3139099803865551,0.19707961470697186,0.29413833944165013,0.02721954164630764,5.303222876052378e-05,0.00027977863353697213,0.00020193855528724276,0.00017208982418853505,0.0002772111703485804,0.00017403929170232556,0.0002597510063891557,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.72022788383237,-1.0959219309616408,-1.4636956094464466
