temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_methane,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_methane,y_carbon dioxide,y_hydrogen,y_argon,y_methane,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_methane,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,17.27549304104285,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.19580066917196928,38.563756161919535,2.495741117451283,1213.3198035825606,22.512316843521955,0.9731117419101362,0.0038331855999533277,0.0195308439923102,0.0035242284976002678,0.1605930222533921,0.509982722725101,0.31209514711532793,0.01732910790617915,17.513222874933447,0.6867627221909763,1.0000000008643197,1.8171647918249887,3.9883337311012017,3.1904804114029157,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,18.505059250410937,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.20973658903333262,38.563756161919535,2.495741117451283,1212.9155327462472,23.185931330262523,0.9720451971962784,0.0042736126230873825,0.020123290976170546,0.0035578992044637456,0.15155376295746076,0.5306456635315567,0.30136155825528615,0.016439015255696344,17.40359093385206,0.6910341508173033,1.0000000007954775,1.8067646086352624,3.9635301463854637,3.1697426199440883,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,19.734625459779025,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.22367250889469595,38.563756161919535,2.495741117451283,1212.5230251403286,23.81301123895081,0.9710506590993976,0.004722093438787416,0.02064121065006476,0.0035860368117502863,0.14364140888797342,0.5497243929396617,0.2909961715468489,0.015638026625515937,17.29948450098897,0.69513975903023,1.000000000744922,1.7967821424744188,3.9403542672900973,3.150455533051228,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,20.964191669147112,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.23760842875605928,38.563756161919535,2.495741117451283,1212.1402741399852,24.40092407614315,0.9701166967346309,0.0051772234064079645,0.021096301354483815,0.0036097785044773272,0.1366588512980941,0.5673498659812268,0.2810765956076036,0.0149146871130755,17.200061023723766,0.6991008688604424,1.0000000007123246,1.7871651354553235,3.918551537496669,3.132389843969657,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,22.1937578785152,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.25154434861742264,38.563756161919535,2.495741117451283,1211.765695934996,24.955781297671415,0.9692339161780981,0.005637843424925309,0.021498253709576125,0.003629986687400516,0.130452568241471,0.5836479689481036,0.2716403365276792,0.01425912628274623,17.104631888211017,0.7029345920310548,1.0000000009092538,1.7779906848771547,3.897915228246341,3.115359686817796,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,23.423324087883287,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.265480268478786,38.563756161919535,2.495741117451283,1211.3980310970674,25.48264155465274,0.9683945992812528,0.006102998230392766,0.021855079181013846,0.0036473233073405944,0.12490118200339245,0.5987370836794871,0.26269884846803937,0.013662885849081147,17.012633711824876,0.7066573589493992,1.0000000009322068,1.7690791053781643,3.8782770877521417,3.099213979555687,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,24.652890297251375,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.2794161883401493,38.563756161919535,2.495741117451283,1211.036270540694,25.985693522010443,0.9675923936726061,0.006571899768350726,0.022173404215549995,0.0036623023434932526,0.11990744617968477,0.6127267888917127,0.25424703400610316,0.013118730922499261,16.923604605270402,0.7103107031016733,1.0000000009526047,1.7603991521297493,3.8594999132581536,3.083829694646663,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,25.882456506619462,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.29335210820151264,38.563756161919535,2.495741117451283,1210.6795996129642,26.46841262440867,0.9668220549061163,0.007043896280700395,0.022458721519325847,0.0036753272938574843,0.11539251950052032,0.6257173861256208,0.2462696237570603,0.012620470616798619,16.837164301637518,0.7138727261798508,1.0000000009683625,1.7519251050070561,3.8414712365864894,3.0691060701051773,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,27.11202271598755,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.307288028062876,38.563756161919535,2.495741117451283,1210.327355683869,26.933691664925796,0.966079235986198,0.007518446822370239,0.02271559894930211,0.0036867182421295654,0.11129179895343864,0.6377999741011742,0.23874542890854586,0.012162798036841326,16.752998315934455,0.7173504341179381,1.0000000009777097,1.7437015752271592,3.824098418810602,3.0549601728472386,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,28.341588925355637,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.3212239479242393,38.563756161919535,2.495741117451283,1209.9789958122662,27.38394791699883,0.9653603174369982,0.00799510054106776,0.022947850407945558,0.0036967316139884274,0.10755183781941671,0.6490568594304555,0.23165015058003804,0.011741152170089659,16.670845307082647,0.7207684623380296,1.0000000000161713,1.7356894756688417,3.807304736660457,3.041323363933312,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,29.571155134723725,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.3351598677856027,38.563756161919535,2.495741117451283,1209.6340719525379,27.82121009721724,0.9646622708974224,0.008473479957438619,0.02315867439377947,0.0037055747513595177,0.10412803237522872,0.659562153370986,0.22495821343943195,0.011351600814353515,16.590486607475153,0.7241366664981136,1.0000000000107148,1.7278247329942074,3.791026255229515,3.0281384680056838,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,30.800721344091812,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.349095787646966,38.563756161919535,2.495741117451283,1209.2922118264103,28.247188661117217,0.9639825498813133,0.008953267520988777,0.023350765821859607,0.0037134167758383946,0.100982862236214,0.6693824537952909,0.21864394165366696,0.010990742314828137,16.511738589354206,0.7274362002623896,1.0000000009601535,1.7200954167779094,3.775209401282606,3.0153575984104073,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,32.0302875534599,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.36303170750832936,38.563756161919535,2.495741117451283,1208.9531040705247,28.66333252211059,0.963319002289673,0.009434194808619532,0.023526406133899894,0.003720396767807464,0.0980845354798883,0.6785775479418293,0.2126822930728659,0.01065562350541643,16.434446214032302,0.7306862428961474,1.000000000940283,1.7124914582511561,3.7598090293430273,3.002940428332981,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,33.25985376282799,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.3769676273696927,38.563756161919535,2.495741117451283,1208.6164866280242,29.07087483207321,0.962669800227605,0.00991603383748353,0.023687535950490023,0.0037266299844216175,0.09540593378091315,0.6872010968988359,0.20704929799789498,0.010343671322356007,16.35847750944332,0.7339034677268181,1.0000000009152796,1.7050617001057227,3.7447868331292686,2.9908527412278936,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,34.489419972196075,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.390903547231056,38.563756161919535,2.495741117451283,1208.2821376154266,29.47086999847586,0.9620333835482016,0.010398590062212115,0.02383581375876856,0.0037322126308177474,0.0929237827095078,0.6953012797896513,0.20172230168237157,0.010052635818469284,16.28371972694862,0.7370607121149455,1.0000000006205931,1.6977787862621692,3.7301101222727615,2.9790653404371663,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,35.71898618156416,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.40483946709241936,38.563756161919535,2.495741117451283,1207.9498680896334,29.864223697413124,0.9614084142797604,0.010881696712216856,0.02397266345414396,0.0037372255538788315,0.09061799297380706,0.7029213866986498,0.19668007770552623,0.00978054262201707,16.21007617390911,0.7401852121139598,1.000000000600918,1.690595731856648,3.7157509188078945,2.967561998164003,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,36.94855239093225,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.4187753869537827,38.563756161919535,2.495741117451283,1207.6195162826596,30.251717290146452,0.9607937396918695,0.011365210195591778,0.02409931298629913,0.0037417371262395654,0.08847113282911247,0.7101003563388311,0.19190285763696258,0.009525653195093903,16.137463211549896,0.7432761478002454,1.0000000005815755,1.6835073146284258,3.70168502413542,2.9563351985025097,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,38.17811860030034,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6526350138684941,0.432711306815146,38.563756161919535,2.495741117451283,1207.2909429252522,30.634027077104083,0.9601883621756911,0.01184900640019187,0.024216825907344586,0.0037458055167724036,0.08646799820096827,0.7168732654315882,0.18737230510376787,0.009286431263675702,16.065817403496265,0.746312100673319,1.0,1.6765089824330492,3.687891392699679,2.945341629760936,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
203.57572413793105,3.019625830814837,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.03422447955134123,38.11561728507161,2.9897285453612246,1211.0237579600523,8.052478344490133,0.9994751507964009,1.9803730427178834e-05,0.0003356412881727307,0.0001694041849991128,0.9506771700940781,0.01483059412788045,0.029900316465955177,0.004591919312086115,19.029004599728847,0.6216011849239415,1.0000000004220349,1.948914201017569,4.262499361046635,3.426533305796054,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,4.216689116380563,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.047792010839630084,38.11561728507161,2.9897285453612246,1209.4556632712506,9.97969411844343,0.9957474999204617,0.00018849247373077597,0.002885860553428052,0.0011781470523794255,0.6908639754879031,0.10093508831982616,0.18511353836257402,0.02308739782969676,18.734192418567748,0.6312235273560731,1.0000000007060492,1.9226222116606706,4.18322501760707,3.356908024705896,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,5.413752401946288,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.06135954212791894,38.11561728507161,2.9897285453612246,1208.2657677552786,11.814269464800248,0.9924689766727982,0.0003858927877861291,0.005311421193782184,0.0018337093456334901,0.5450989080359855,0.16042331445082744,0.26628201247384226,0.028195765039344758,18.470734453905916,0.6399584194031298,1.0000000006831469,1.9001815102551705,4.114066033108725,3.2965847262148076,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,6.610815687512015,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.0749270734162078,38.11561728507161,2.9897285453612246,1207.3035949998778,13.53236306542923,0.9895433786201233,0.0006127575554391394,0.007561280708891326,0.0022825831155461533,0.45187902152728476,0.20786908159014159,0.31131817231093606,0.028933724571637575,18.232727803898822,0.647957240876319,1.0000000004701182,1.880318379599643,4.053203609247937,3.243625252999195,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,7.807878973077741,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.08849460470449666,38.11561728507161,2.9897285453612246,1206.4899057315654,15.120670763279637,0.9869199791989454,0.0008693911563653935,0.00960836532921506,0.0026022643154740583,0.38715265631222856,0.24887757816976247,0.33586320746415377,0.028106558053855243,18.01685491169471,0.6553439856956018,1.0000000006978902,1.8622135091765175,3.9991798862722887,3.1969197511867296,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,9.004942258643467,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.10206213599278552,38.11561728507161,2.9897285453612246,1205.7795494102058,16.57419231566468,0.9845656775736015,0.0011552878607253602,0.011442203549782048,0.0028368310158910543,0.3395925339204748,0.28591002473563776,0.34776407626426065,0.02673336507962684,17.82076805859281,0.6621404060221402,1.000000000528922,1.8458291776292148,3.951047578737683,3.155547560819182,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,10.202005544209193,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.11562966728107438,38.11561728507161,2.9897285453612246,1205.144726663642,17.894809613067686,0.9824530626234642,0.0014690547047183096,0.013064860323831699,0.0030130223479859055,0.3031682839279308,0.32009775356482634,0.35151551298537864,0.025218449521864247,17.642397145285404,0.6684519166222374,1.0000000007008174,1.8307146066879174,3.9081061067221197,3.118842715000869,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,11.399068829774919,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.12919719856936324,38.11561728507161,2.9897285453612246,1204.567068447094,19.089722518475188,0.9805559484706494,0.0018085509437169376,0.014487558492027559,0.0031479420936061557,0.2743763018774505,0.351960239772979,0.3499354636629106,0.023727994686659884,17.47973876059815,0.6742956120029263,1.0000000005436571,1.8169673050479658,3.869708863044243,3.0861976369938975,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,12.596132115340644,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.1427647298576521,38.11561728507161,2.9897285453612246,1204.0337058655346,20.1696662279724,0.9788484563144116,0.0021711487255695458,0.01572740181433572,0.003252993145683114,0.2510429188837023,0.38173646008640755,0.34489227666694866,0.022328344362941625,17.3308302111963,0.6797356160843144,1.0000000005960623,1.8041826925190922,3.835241280670979,3.0570549454544835,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,13.79319540090637,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.15633226114594095,38.11561728507161,2.9897285453612246,1203.5352248171241,21.147180582122655,0.9773055466568203,0.0025540167109847378,0.016804417736084532,0.003336018896110384,0.23174864929098243,0.4095485884571072,0.3376608711999979,0.021041891051912464,17.19380230897132,0.6848287118164884,1.000000000585203,1.7923334514958762,3.804135808886641,3.0308945361899013,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,14.990258686472096,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.1698997924342298,38.11561728507161,2.9897285453612246,1203.0645368894652,22.03520035763813,0.9759038662220715,0.0029543565588981834,0.01773923489781832,0.0034025423212120484,0.21552748440235797,0.43548151135925367,0.3291196687426394,0.01987133549574904,17.06693889112149,0.6896246016998376,1.0000000005608716,1.7813066622172073,3.7758820010620795,3.0072558966416656,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,16.18732197203782,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.18346732372251864,38.11561728507161,2.9897285453612246,1202.6162074698186,22.84608608988555,0.9746223918225504,0.003369562671352295,0.018551521775651756,0.003456523730445656,0.20169929279898097,0.45961758078269677,0.31987235550442283,0.018810770913899353,16.948716284803705,0.694165857206508,1.0000000008714844,1.7708846417942572,3.7500340552611378,2.9857392571912946,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,17.384385257603547,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.1970348550108075,38.11561728507161,2.9897285453612246,1202.1860221749425,23.591072133626227,0.9734427327474449,0.003797307421115038,0.019259114136570284,0.003500845694869783,0.18977135509257884,0.48204820966967465,0.3103295249361293,0.017850910301617205,16.8378168063652,0.6984883120195449,1.0000000008241832,1.7610164387871483,3.726308807128796,2.9660048244530643,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,18.581448543169273,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.21060238629909636,38.11561728507161,2.9897285453612246,1201.7706869392416,24.280034023819088,0.9723491383988295,0.004235569701092704,0.019877657741008303,0.003537634159069524,0.17937793503258098,0.5028746172126921,0.30076587301740915,0.0169815747373177,16.7331229919547,0.7026217127627021,1.0000000008149457,1.7517049586616145,3.704320003719543,2.947768558331983,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,19.778511828735,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.22416991758738522,38.11561728507161,2.9897285453612246,1201.3676104151893,24.921464127749342,0.9713283142990906,0.0046826273656358445,0.02042058201228951,0.003568476322984042,0.1702418017990702,0.5222044277017194,0.29136091723508917,0.01619285326412122,16.633699105966546,0.7065905211138749,1.0000000007892176,1.7427621760646632,3.683761141098427,2.9307953281973185,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,20.975575114300725,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.23773744887567408,38.11561728507161,2.9897285453612246,1200.9747417135773,25.522564026207668,0.9703691419977747,0.005137030404055204,0.020899256507930845,0.0035945710902393502,0.16214894219948692,0.54014743718935,0.2822280159765641,0.015475604634598924,16.538767793857044,0.7104239093276505,1.0000000007612553,1.7341374297472725,3.6644154635915975,2.9148916973026684,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,22.17263839986645,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.2513049801639629,38.11561728507161,2.9897285453612246,1200.590447728445,26.089390204033567,0.9694623702383851,0.0055975663207614955,0.021323229088200182,0.0036168343526530745,0.1549314776220447,0.5568119469842001,0.27343494369641835,0.014821631697336904,16.447685889901763,0.7141544727956337,1.0000000005745642,1.7258232461004508,3.646104788783584,2.8998989499145567,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,23.369701685432176,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.26487251145225177,38.11561728507161,2.9897285453612246,1200.213419772496,26.62701436735392,0.9686003171263198,0.006063224541339653,0.021700484832362713,0.0036359734999778797,0.14845584098094283,0.5723020819560966,0.2650183811149081,0.014223695948052598,16.359921678002458,0.7177728820732163,1.0000000006227647,1.71783374526877,3.628682642464306,2.885686806399407,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,24.5667649709979,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.2784400427405406,38.11561728507161,2.9897285453612246,1199.8426022615859,27.139677456896447,0.9677766028066589,0.0065331633742844565,0.022037693126797712,0.0036525406922590415,0.1426144165959364,0.5867160704986114,0.2569940546460597,0.013675458259392646,16.275035452299257,0.7212895941609511,1.0,1.7100500346659093,3.612028496701188,2.8721481807078493,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,25.763828256563627,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.2920075740288295,38.11561728507161,2.9897285453612246,1199.477138084715,27.630927685039495,0.966985919509283,0.007006681012245551,0.022340428154114977,0.0036669713243563566,0.13731951441307444,0.6001453043484858,0.2493637912706047,0.01317138996783502,16.19266228198807,0.7247371243053053,1.0,1.7024490691316914,3.5960428561248805,2.8591947833922653,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,26.960891542129353,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.30557510531711835,38.11561728507161,2.9897285453612246,1199.1163266257531,28.10373941924919,0.9662238388427037,0.007483190906945375,0.022613358181245553,0.0036796120691054528,0.13249895146987622,0.6126739698575607,0.24212040203522742,0.01270667663733566,16.112498716744774,0.7281181671683797,1.0000000001718528,1.6950115924093716,3.580643242463204,2.846753366691936,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
203.57572413793105,28.15795482769508,0.96,0.012001,0.024252,0.003747,306.45,88.23,0.6643032277302368,0.3191426366054072,38.11561728507161,2.9897285453612246,1198.75959138684,28.56061313835676,0.9654866528841468,0.007962201275002993,0.02286040432062668,0.0036907415202234476,0.12809276126744049,0.6243790683879137,0.23525104504704722,0.012277125297598581,16.034280281967018,0.7314185498337139,1.0000000000205207,1.6877840999658809,3.565762836803241,2.8347677013627472,19.070045493998528,1211.2679163962268,7.797655379641446,309.1473760575555,2.8644295494487135
