T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_methane,rhoL6_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_methane,rhoV6_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,18.7134809917,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.0278298929827503,0.0011519971128923813,0.990226580741349,0.005581619872074608,0.001096665270139283,0.0029428952753867317,8.304798381249121e-05,6.919085723792659e-05,0.14925838815723477,0.719845257187714,0.01668648322760871,0.11162995845404741,0.00038539646496092467,0.0021945165084341876,0.02755789977070649,0.00015533588371022876,3.05200771058752e-05,8.190046057345421e-05,2.3112165019348097e-06,1.925574152316251e-06,0.00017194523223210487,0.0008292596580095202,1.922278050253238e-05,0.00012859738985135908,4.43975614953915e-07,2.5280766819108535e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.377515627878207,-0.9475954215088365,-1.138849209384869
200.0,20.337124711,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02783655254761488,0.00125166158655486,0.9894328370410506,0.006176583992897071,0.001127006754662246,0.003107200585367165,8.377119740107504e-05,7.260042862181674e-05,0.13920623886501168,0.7334909581371414,0.01586482191496697,0.10894782954733921,0.0003607679069314206,0.0021293836286091516,0.027542399160628877,0.00017193480488303628,3.137198274767252e-05,8.649375237055281e-05,2.3319013384316447e-06,2.0209456463105652e-06,0.00017423910179611534,0.0009180824563855788,1.9857388168497873e-05,0.00013636581318293107,4.5155933076785803e-07,2.6652676909688757e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.336829673700244,-1.025516752963071,-1.2320344898137243
200.0,21.9607684302,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027843325568655694,0.0013512918682439116,0.9886537913126451,0.0067745967056345386,0.0011534302649302565,0.003258112614648349,8.437416786294344e-05,7.56949342787073e-05,0.13065045692704647,0.7455523853224617,0.0151174969573527,0.10627410578206928,0.0003393499709474585,0.0020662050401223566,0.027527409386203763,0.00018862730167132477,3.2115334387193926e-05,9.071669026899802e-05,2.3492574253923407e-06,2.1075986990200433e-06,0.00017654690002786932,0.001007458875636094,2.042815070667278e-05,0.00014360733494820347,4.5856085623010834e-07,2.7920460688419257e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.297188458164516,-1.1015784816366505,-1.323041170850484
200.0,23.5844121495,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027850198459463543,0.001450884597740335,0.9878876997256872,0.007375130965108421,0.001176626833085988,0.0033971446964566106,8.4882891426115e-05,7.85148882355808e-05,0.12328308787424813,0.7563058722608816,0.01443693063135893,0.10364804018766983,0.00032056865299673256,0.0020055003928448317,0.02751286849302332,0.0002053988610428044,3.276929081417485e-05,9.461115399183065e-05,2.3640053720303993e-06,2.1866552193835247e-06,0.00017886953335861488,0.0010973125412438824,2.094632029168432e-05,0.00015038134509426143,4.651081211513254e-07,2.9097496307407575e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.258465292754906,-1.1759311606781608,-1.4120554838305281
200.0,25.2080558687,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02785715958940523,0.0015504366921405977,0.9871331063928652,0.007977737460644436,0.0011971369224875275,0.0035256082702039963,8.53164537472499e-05,8.10945000514763e-05,0.11687535820260593,0.7659635255251548,0.01381591698919801,0.10109370163492827,0.0003039758377778132,0.0019475218103351382,0.027498724480771376,0.00022223710560354847,3.334883430010449e-05,9.821343223279963e-05,2.3766740676392504e-06,2.2590624297570057e-06,0.00018120784376439582,0.0011875779548155712,2.142070463562125e-05,0.00015673938435910672,4.7129529241489967e-07,3.01950927348768e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.220553945079157,-1.2487042719369228,-1.4992366683076916
200.0,26.831699588,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02786419895928149,0.0016499452807794822,0.9863887858024892,0.008582031390397652,0.001215388823524388,0.0036446420228128293,8.568917150208478e-05,8.346278927387248e-05,0.11125375346396396,0.7746915378756442,0.013247887195259907,0.09862524700417448,0.0002892175881893903,0.0018923568727679113,0.027484933378804654,0.00023913143013683935,3.386583599157061e-05,0.00010155503045901483,2.387660123390084e-06,2.325623766023768e-06,0.0001835626054968713,0.0012781986469777185,2.1858288958118016e-05,0.00016272626086024844,4.771931947515082e-07,3.1222852917740342e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.183364656216128,-1.3200097555340058,-1.5847216917633773
200.0,28.4553433072,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.0278713079369294,0.001749407656878537,0.9856536988166461,0.00918768176247682,0.0012317259729706504,0.0037552369747296138,8.601198634213254e-05,8.56444868346856e-05,0.10628427637036056,0.7826224363562434,0.0127269814491065,0.09625030221680683,0.00027601119688542734,0.0018399924105973278,0.02747145775889221,0.0002560727076285017,3.432981388657898e-05,0.00010466336609883224,2.3972665576085415e-06,2.3870238656698182e-06,0.0001859345268881033,0.0013691256826065476,2.226467879601801e-05,0.0001683810156749551,4.82856101215576e-07,3.218896811697362e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.14682106844863,-1.3899447538559713,-1.668628902336856
200.0,30.0789870265,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027878479040569074,0.0018488212411974494,0.9849269585273642,0.009794402688699163,0.0012464267295248983,0.003858257890709291,8.629339846027229e-05,8.766076524223094e-05,0.10186179732941478,0.7898635148915942,0.012248031464887317,0.09397217323112805,0.00026412844883670427,0.0017903546341389495,0.02745826556979657,0.000273053050071793,3.4748481454664934e-05,0.00010756236173924922,2.4057287003141764e-06,2.443848806485781e-06,0.00018832425456917167,0.0014603164439784574,2.2644420735138385e-05,0.0001737377499511959,4.883262866138326e-07,3.310045676872378e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.110857822266933,-1.4585940233152748,-1.7510611449009978
200.0,31.7026307457,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027885705760468442,0.001948183554448819,0.9842078034214852,0.010401946262003173,0.0012597189130678164,0.003954461464220426,8.654010757362e-05,8.952983164967636e-05,0.09790267361387957,0.7965027891473395,0.011806504737089475,0.09179131456953978,0.00025338328979565306,0.0017433346423558543,0.0274453292133685,0.00029006561279842506,3.512815095070625e-05,0.00011027294883236201,2.4132319762772538e-06,2.4966025421671497e-06,0.0001907323786711305,0.001551733634889462,2.300123836431979e-05,0.00017882632948561567,4.936371581520305e-07,3.3963358801385887e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.07541865474095,-1.5260318501360821,-1.8321082297033833
200.0,33.326274465,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027892982411532343,0.0020474921961680967,0.9834955760563707,0.011010096700570715,0.0012717906462893708,0.004044511722839376,8.675746276993982e-05,9.126741115984026e-05,0.09433952354020028,0.8026132967251176,0.011398435791966673,0.0897063165747121,0.00024362264076565335,0.0016988047272379517,0.02743262480476022,0.0003071044336182892,3.547403412810077e-05,0.00011281349434839508,2.4199243831111036e-06,2.545720294227515e-06,0.00019315943823877652,0.0016433444615854274,2.333820833257488e-05,0.0001836729831337078,4.988154557775388e-07,3.478289421833178e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.040454879423756,-1.5923236478092626,-1.911848968573434
200.0,34.9499181842,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027900304010965975,0.0021467448283981052,0.9827897059508145,0.011618665510882798,0.0012827985440250942,0.004128993067695695,8.694978441389968e-05,9.288714216801706e-05,0.09111745554204805,0.8082562645626029,0.01102035654498425,0.08771457507533345,0.00023471947970834945,0.0016566287953229664,0.02742013157487558,0.00032416429995535536,3.579046936312465e-05,0.00011520016184788089,2.425925418835752e-06,2.591579505197493e-06,0.00019560592646168591,0.0017351199559701386,2.365789342004815e-05,0.00018830081041810943,5.038828291881932e-07,3.5563592989349612e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.00592416045894,-1.6575272847045568,-1.9903528540989406
200.0,36.5735619035,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02790766617635405,0.00224593916300316,0.9820896957401312,0.012227487474664827,0.001292873972710408,0.0042084213128963585,8.712059854080376e-05,9.440090105656148e-05,0.08819130045389349,0.8134834834321429,0.01066923125468605,0.08581274830057548,0.00022656757421598444,0.0016166689844859879,0.0274078313839527,0.0003412406386184964,3.6081095238498744e-05,0.0001174472171297652,2.431332581160909e-06,2.6345088334335463e-06,0.00019807229552557776,0.0018270344138964821,2.3962444314036743e-05,0.00019273021209319533,5.088569879983045e-07,3.6309401858696286e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.97178951615134,-1.7216941858653243,-2.0676814455446824
200.0,38.1972056228,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02791506504042545,0.002345072951732223,0.9813951098866184,0.01283641730495722,0.001302127887040538,0.004283253041186974,8.727281021904192e-05,9.581906997775811e-05,0.0855235487935456,0.8183391162920823,0.010342398211030888,0.08399706947547059,0.00021907742933997688,0.0015787897985305708,0.027395708322840433,0.00035832942395392357,3.634898465768838e-05,0.00011956728722933449,2.436226173525262e-06,2.674795570542195e-06,0.00020055896101189478,0.0019190649269610126,2.425367830073227e-05,0.00019697925565169842,5.137525538802071e-07,3.7023772530048076e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.938018503290895,-1.78487025495604,-2.1438895221904346
200.0,39.820849342,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027922497179505543,0.002444143978384403,0.980705565409437,0.013445326848248014,0.0013106546049333773,0.004353893545148532,8.740883359957664e-05,9.715075863358812e-05,0.08308279202027676,0.822861095096329,0.010037518631693176,0.08226356049897408,0.00021217313935304323,0.001542860613374018,0.027383748384070393,0.0003754271009977353,3.659674950955818e-05,0.00012157158023427728,2.440672909648048e-06,2.7126917839331883e-06,0.00020306630582372318,0.0020111909906264883,2.453314072157413e-05,0.00020106398603402857,5.185817009246555e-07,3.770973477664573e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.904582545114625,-1.847096644189893,-2.2190260430266733
200.0,41.4444930613,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02792995955323786,0.0025431500525886414,0.9800207242242659,0.01405410273393344,0.0013185347813464776,0.004420703580987501,8.753069073666707e-05,9.840398873020887e-05,0.08084252970238481,0.8270822135548926,0.009752532451608745,0.08060817725948233,0.00020578991891684076,0.001508757112714613,0.02737193918891862,0.00039253052091581063,3.682662311254445e-05,0.00012347007221383467,2.444728651942083e-06,2.7484194251120077e-06,0.00020559468366401876,0.0021033941748972553,2.4802153417181212e-05,0.00020499869023652702,5.233546431155759e-07,3.836995730543655e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.87145637431053,-1.9084104052234103,-2.2931349542787736
200.0,43.0681367805,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02793744945361852,0.0026420890048570126,0.9793402867756597,0.014662644392131352,0.0013258377712749392,0.004484005125337408,8.764008756615433e-05,9.958584803046186e-05,0.07878024612653682,0.8310309919460973,0.009485620355040131,0.07902690740114168,0.00019987214996720556,0.0014763620212167848,0.027360269759687257,0.00040963688656155275,3.7040525718691844e-05,0.00012527166653888023,2.4484405164901375e-06,2.7821745956467635e-06,0.00020814442209085218,0.0021956578465162,2.5061853244299402e-05,0.0002087961231324097,5.280800098054858e-07,3.900679863445343e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.838617568814186,-1.9688450344376562,-2.366255864738644
200.0,44.6917804998,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027944964461751605,0.0027409586825995875,0.9786639867154161,0.015270862375479094,0.0013326235225307721,0.004544086294077277,8.773847295394191e-05,0.0001007026195427937,0.07687668790287668,0.8347323687238828,0.009235171295227784,0.07751583487426719,0.00019437182379107131,0.0014455653799543442,0.02734873032875845,0.000426743706383063,3.7240116978016665e-05,0.00012698432999912207,2.451848508626261e-06,2.8141311243286625e-06,0.0002107158251968885,0.002287966933700647,2.5313222946949073e-05,0.00021246770063757856,5.32765138072854e-07,3.962234979451231e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.806046162957,-2.0284309372472897,-2.438424618643502
200.0,46.315424219,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02795250241103078,0.0028397569469283484,0.9779915864321043,0.01587867693340381,0.0013389441032892937,0.004601205555862928,8.7827085044444e-05,0.00010175989029529464,0.07511529329288326,0.8382082589101824,0.008999754754694403,0.07607118122593769,0.00018924728864790207,0.0014162645276543395,0.027337312177711213,0.00044384875526494883,3.742683827542943e-05,0.00012861520939390673,2.4549868064586264e-06,2.844443578825451e-06,0.0002133091759490256,0.002380307726212906,2.5557116085294866e-05,0.0002160236653474019,5.374163026252343e-07,4.021847031094606e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.77372432014818,-2.0871958194295672,-2.509673778115122
200.0,47.9390679383,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027960061355685652,0.0029384816700674657,0.9773228732779806,0.0164860167963093,0.0013448449435542176,0.004655595350902,8.790698797519626e-05,0.00010276264327874125,0.07348173733287226,0.8414780088701135,0.008778097059698078,0.07468933060420904,0.000184462235647445,0.0013883638974595289,0.027326007501167333,0.0004609500411356722,3.7601947135659535e-05,0.0001301707316584648,2.4578847773800086e-06,2.873249811146043e-06,0.00021592473823735733,0.002472667704829697,2.579427730799592e-05,0.00021947322893007726,5.420388982696826e-07,4.079681864068252e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.74163605610438,-2.1451650261481383,-2.5800330390053006
200.0,49.5627116575,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027967639544156663,0.0030371307297800652,0.9766576562186267,0.01709281827346062,0.0013503658520261754,0.0047074652189860846,8.797910122465117e-05,0.00010371533567571893,0.07196356352510896,0.8445587737169333,0.008569060996857484,0.07336684221553377,0.00017998486672741096,0.0013617746788389376,0.027314809287163427,0.0004780457802659209,3.776654540220607e-05,0.00013165669041125731,2.460567790469916e-06,2.900673123379719e-06,0.00021856275020658828,0.002565035404761067,2.6025358478915662e-05,0.000222824691039723,5.466375696331894e-07,4.135887724138117e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.709767007193264,-2.2023542347000564,-2.649521991764704
203.5757241379,2.9671171962,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.027523037249087,0.00018337002479006765,0.9999125251001965,3.1724542564587316e-05,2.0797903874813088e-05,2.9764539232099438e-05,4.406049551925393e-06,7.818645801743393e-07,0.967038102845543,0.024202166578449643,0.001886244843096674,0.006606513353014075,0.00012154834798414075,0.00014542403191245972,0.02752062967416135,8.731557667153828e-07,5.724214830494115e-07,8.192105219869843e-07,1.212678659389657e-07,2.151928796388011e-08,0.00017732580089172722,4.437951885463658e-06,3.4588076363877437e-07,1.2114365173181038e-06,2.228832358304366e-08,2.666640833685933e-08,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,19.065089371368305,-0.006791508765200405,-0.008459371443830577
203.5757241379,4.5312570321,0.9764530235469765,0.01727998272001728,0.0013519986480013519,0.004722995277004723,8.7999912000088e-05,0.00010399989600010399,0.02752650646610559,0.00027778032998813153,0.9986714240612519,0.000527497850461058,0.0002853467365968974,0.0004618363228000504,4.1973664310170424e-05,1.1921364579765776e-05,0.646417828424285,0.266123710654507,0.017196193709755482,0.0680188399079518,0.0007716801628510581,0.001471747140649726,0.02748993541193693,1.4520172991573111e-05,7.854598790016626e-06,1.2712740525838015e-05,1.1553883420400516e-06,3.281535191897248e-07,0.00017956215768990928,7.3923932163275e-05,4.77676436323571e-06,1.889429579504074e-05,2.14357570282062e-07,4.0882240638876993e-07,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,18.995588538141767,-0.10750227775405108,-0.13277293361351283
