T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_oxygen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_oxygen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_oxygen,rhoL6_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_oxygen,rhoV6_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_oxygen,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,15.8306579985,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027765778378296833,0.0009970174052347203,0.9791336616506519,0.002380119691084944,0.009295770156436836,0.0043369142049019625,0.002189279431080646,0.0026642548658437214,0.17556729854350625,0.3463347925748023,0.16200841053670426,0.18652576487347927,0.033633687487159114,0.09593004598434882,0.027186408252122277,6.608587585648487e-05,0.0002581042940192109,0.00012041779865899531,6.0787047491548996e-05,7.397511014831573e-05,0.0001750436524379161,0.0003453018162354345,0.0001615252050995062,0.00018596943410357784,3.353337182692286e-05,9.564392553136286e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,17.98914440008789,-0.5263009220693213
200.0,17.1616166823,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027766853783633673,0.001081719956895968,0.9777013802634523,0.002714896282134859,0.00972789972401852,0.004705880525830164,0.002281351798452381,0.002868591406111741,0.1641572767398101,0.3637304338913743,0.15698629696918473,0.18712407031291076,0.03246048271975384,0.0955414393669664,0.027147691269832106,7.53841281037693e-05,0.0002701131692586726,0.0001306674964839753,6.334596181665698e-05,7.965175813849282e-05,0.00017757220231914684,0.00039345446927072916,0.00016981521039076414,0.0002024158412730799,3.511315196843443e-05,0.00010334908167381362,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,17.831141566977813,-0.5433707282080924
200.0,18.492575366,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027768299148788884,0.0011664461797797451,0.9763479880782888,0.0030646934833687004,0.0101099452217812,0.005055787548232381,0.0023620796517270074,0.0030595060166019638,0.15439453718761317,0.38042076701331246,0.15199882184997301,0.18702461147878496,0.0313185307718393,0.09484273169847716,0.027111523006276086,8.510132544552593e-05,0.0002807359832962891,0.00014039062107203866,6.55909343824226e-05,8.495727831652278e-05,0.00018009291808135318,0.0004437403503915588,0.00017729844507792308,0.0002181541435842198,3.6531380575126344e-05,0.00011062894206956403,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,17.6779330585529,-0.556105514419702
200.0,19.8235340498,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027770098240208076,0.0012511790451382762,0.9750660785324984,0.003428483558581637,0.010448452579980772,0.005386476638124403,0.002433079600424332,0.0032374290903903428,0.1459471266572314,0.3964416099628042,0.14712344928712867,0.18636104391747454,0.030219943419936952,0.09390682675542435,0.027077680791541922,9.520932523675024e-05,0.0002901545546042216,0.0001495829854093004,6.756685953002991e-05,8.990372388584728e-05,0.00018260598657166984,0.0004960194350063422,0.00018407777679651925,0.00023317103297963815,3.781055995228945e-05,0.00011749425383181736,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,17.529205655127683,-0.5649291959469167
200.0,21.1544927335,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027772232383177893,0.0013359045608205007,0.9738488216023661,0.003805224603187605,0.01074912326996432,0.005698159551294877,0.002495726017465679,0.003402944955721548,0.13856679564422894,0.4118179393915613,0.1424078123507434,0.18524421713959854,0.02917117312530683,0.09279206234856092,0.02704595577962486,0.00010567958194991206,0.00029852714936887413,0.000158250611214986,6.931188292179992e-05,9.450737809746184e-05,0.00018511201427940773,0.0005501494634608873,0.00019024324601582814,0.00024746859454241284,3.896990322258181e-05,0.0001239613392993828,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,17.384651375269602,-0.5702345826308708
200.0,22.4854514173,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.0277746814216107,0.0014206113996027058,0.9726899601160728,0.004193884202221728,0.011016900236366391,0.005991331516907041,0.0025511860067500163,0.0035567379216821255,0.13206420955197484,0.4265692958792252,0.13787956658711437,0.1837665815752508,0.028175049315242118,0.09154529709119263,0.02701615376422314,0.00011648379763583445,0.00030599089431874413,0.00016640732417334865,7.085837858475287e-05,9.878726267488278e-05,0.000187611921569056,0.0006059892044465268,0.000195873284065935,0.00026106090065182186,4.0025796241601364e-05,0.00013005029262776467,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,17.243972283128187,-0.572382161469271
200.0,23.816410101,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027777424516153604,0.0015052905203567883,0.9715837945165443,0.0045934582940505226,0.011256054764276355,0.006266693643757258,0.002600450271512398,0.003699548509859148,0.12629246597984883,0.4407129760791512,0.1335529388152034,0.18200534961562556,0.027232090450641313,0.09020417905952971,0.026988095513301405,0.00012759444103108809,0.0003126642115643776,0.00017407260965532682,7.223381112494677e-05,0.00010276392947646103,0.00019010685183194865,0.0006634010650901743,0.0002010359727643158,0.00027397092743062417,4.0992207604848985e-05,0.00013578349563487637,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,17.106884127824518,-0.5717005110464548
200.0,25.1473687848,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027780440777981134,0.001589934802941064,0.970525158851533,0.00500298529120954,0.011470269743608848,0.006525086746053865,0.002644359969507834,0.0038321393980869024,0.12113584479063394,0.454265829830391,0.1294331506209178,0.18002492364341022,0.02634136137336166,0.08879888974128541,0.026961616699015745,0.00013898513659555732,0.00031864914931979444,0.000181269785919939,7.346148552857638e-05,0.00010645852160152146,0.0001925980955162959,0.0007222530526342416,0.00020579027082650997,0.00028622789149746554,4.188104720435513e-05,0.00014118444526219588,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,16.973118875542966,-0.5684873040226144
200.0,26.4783274685,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02778370975005182,0.001674538716049636,0.9695093909508586,0.005421555689906503,0.011662716654859247,0.006767436956958954,0.0026836298061452073,0.003955269941271439,0.11650195912452649,0.4672451657978916,0.12551944334677076,0.17787886362980398,0.025501039134936204,0.087353528966071,0.026936567518128174,0.00015063092968210424,0.0003240335344357046,0.0001880245041639215,7.456119161052627e-05,0.00010989207203139017,0.00019508704104965175,0.0007824201200156007,0.00021018716750116653,0.00029786504391502024,4.2702477330947594e-05,0.00014627686623724923,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,16.84242623943839,-0.5630234159591723
200.0,27.8092861523,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027787211746357884,0.001759097997939808,0.9685322960025831,0.005848318731080339,0.011836125652833752,0.006994713392645508,0.002718867852807074,0.004069678368050307,0.11231612880084117,0.47966917979810847,0.12180715021425771,0.1756115263013797,0.024708785586956834,0.08588722929845619,0.026912811992209948,0.00016250847094072043,0.0003288929297717899,0.00019436358214652605,7.554975673631557e-05,0.00011308501455258608,0.00019757507730990933,0.0008437850938562824,0.00021427071407665422,0.00030891788433191095,4.3465175257539754e-05,0.0001510840531075115,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,16.714574469349266,-0.5555258596126507
200.0,29.140244836,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027790928090730332,0.0018436094225045582,0.9675901128548157,0.006282484413345386,0.011992846800058226,0.007207894583461432,0.0027505921649247163,0.004176069183394569,0.1085173600816839,0.49155693132070144,0.11828914834158104,0.17325948207659217,0.023961998088517757,0.0844150800909237,0.02689022724764983,0.00017459607256241577,0.00033329234302356355,0.00020031408005454133,7.644150906234906e-05,0.0001160568383776334,0.00020006362755191245,0.0009062389902802712,0.00021807898846257825,0.00031942281369466496,4.417656545802755e-05,0.00015562843705710388,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,16.589350322639007,-0.5462210561480454
200.0,30.4712035198,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02779484125111028,0.0019280705612497594,0.9666794747136586,0.0067233246730000265,0.012134904713146466,0.007407944955947621,0.002779245012231834,0.004275105932015389,0.10505532349033456,0.5029282667892654,0.11495684497364009,0.17085271773911653,0.02325797087798034,0.08294887612966308,0.026868702540372814,0.00018687374196570865,0.00033728775009925595,0.00020590265404752726,7.724867391292387e-05,0.00011882589071204759,0.00020255407652428439,0.0009696811856167477,0.00022164490860782782,0.00032941609538230515,4.4843008964238115e-05,0.00015993128615435627,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,16.466558695088217,-0.5353011854335818
200.0,31.8021622036,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027798934909841352,0.0020124796036861217,0.9657973728410091,0.007170172033549022,0.012264045519260683,0.00759579773998749,0.0028052047643912187,0.004367407101802436,0.10188811949456882,0.5138035938528952,0.1118008654807085,0.16841568016364525,0.022594001515779148,0.0814977394924032,0.02684813830370299,0.00019932314565299406,0.00034092740312125923,0.0002111550869622323,7.798170465408833e-05,0.00012140926574778477,0.00020504776234075406,0.0010340192529295796,0.00022499696145438164,0.0003389331212702614,4.546996721615885e-05,0.0001640125384749864,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,16.346021829494926,-0.5229374824368964
200.0,33.1331208873,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02780319398007743,0.0020968352071371087,0.9649411212075424,0.00762241716812313,0.012381777402029783,0.007772343675140141,0.0028287958903565635,0.004453544656808103,0.09898057943676788,0.5242036380679719,0.10881152259943837,0.16596817156037844,0.02196745814500363,0.08006863019043976,0.02682844517228671,0.00021192754312239986,0.0003442529589267732,0.00021609597887974925,7.864956086962937e-05,0.00012382276599217306,0.00020754596378584622,0.0010991686440102817,0.00022815983152869754,0.0003480079053919733,4.606213964975445e-05,0.0001678907227705553,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,16.227578309673962,-0.5092823699964626
200.0,34.4640795711,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027807604584635895,0.0021811363756662826,0.9641083231936991,0.008079505657716642,0.012489405341492295,0.007938424094417612,0.0028502973425208423,0.004534044370153478,0.09630296160100428,0.5341492040116501,0.10597913328070144,0.16352611521490426,0.021375820481271818,0.07866676541046824,0.026809543028126732,0.00022467169856911295,0.0003473004452334572,0.00022074855824271125,7.925994144945809e-05,0.00012608091301442243,0.00021004989263234366,0.0011650522589030004,0.00023115494266012305,0.0003566727582666232,4.66235796114143e-05,0.0001715829435927784,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,16.111081922619622,-0.49447146884565996
200.0,35.7950382548,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027812154008887608,0.002265382355600645,0.9632968404201291,0.008540934422840782,0.012588060801081784,0.008094827366675795,0.0028699495886880776,0.004609387400584461,0.09382993230134279,0.5436609732853226,0.10329422602474277,0.1611022045486681,0.020816702594486192,0.07729596124543751,0.02679136008203946,0.00023754178354785742,0.0003501010856729277,0.0002251345853973453,7.981947995833646e-05,0.00012819699227168115,0.000212560673062665,0.0012315999763092434,0.00023400091707187723,0.0003649580916329187,4.715779075933519e-05,0.00017510490676460541,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,15.996400499259142,
200.0,37.1259969386,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027816830639603503,0.002349572592906694,0.962504765659584,0.009006247221399364,0.012678726782361377,0.00824228740831678,0.002887960460344021,0.004680012467994465,0.09153980166546496,0.5527592635158695,0.10074768366750837,0.15870646572101824,0.020287865991622852,0.07595891943851599,0.026773832056163904,0.00025052525365606575,0.0003526819956307515,0.00022927431292008436,8.0333907019261e-05,0.00013018311421343485,0.00021507940915329102,0.001298748016032176,0.00023671399634401103,0.00037289236217519017,4.766781390248084e-05,0.0001784709952995447,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,15.883414563942225,-0.4618522909229501
200.0,38.4569556223,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027821623889802173,0.0024337066240186166,0.9617303952822286,0.00947503160253695,0.012762259533797188,0.00838148462068056,0.0029045101367452635,0.004746318824011471,0.08941385089058217,0.56146396644457,0.09833081051295263,0.1563467062340835,0.01978722016638438,0.07465744575142733,0.026756901340932938,0.00026361076558977257,0.0003550667847333474,0.00023318651275473578,8.08081886086446e-05,0.0001320502971827353,0.0002176070811914227,0.0013664385742839162,0.00023930834489049223,0.00038050201460538175,4.815628878984442e-05,0.0001816943202575592,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,15.772016393920897,-0.4442358700679776
200.0,39.7879143061,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02782652412445237,0.002517784063992719,0.9609722074792522,0.009946914437538477,0.01283940653968907,0.008513047246743951,0.0029197552379638635,0.004808669058812504,0.08743586131453727,0.569794372100914,0.09603538551011961,0.15402891638964625,0.019312822670392474,0.07339264201439033,0.02674051631434966,0.000276788054560028,0.00035727605582030943,0.00023688851458412337,8.124663956669762e-05,0.00013380854557155383,0.00022014461823921942,0.0014346191898284189,0.00024179636321677644,0.00038781155107991825,4.862551715023148e-05,0.00018478682447815447,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,15.662108758522917,-0.42588738011356675
200.0,41.1188729898,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027831522582910218,0.0026018045636957386,0.9602288412674929,0.010421558407100006,0.012910821999441872,0.008637553875539326,0.002933832303675434,0.004867392146750585,0.08559170306350063,0.5777690977165882,0.09385367817214016,0.15175759290498392,0.01886287353893621,0.07216505460385074,0.02672463068049794,0.0002900478381563216,0.0003593278340414005,0.00024039627574817642,8.165302001421435e-05,0.00013546693445216874,0.00022269288364510647,0.0015032422752013885,0.0002441889281879054,0.0003948435977956672,4.907751045801982e-05,0.00018775936840765103,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,15.553603919112582,-0.4068696099060265
203.4723793103,3.0047546891,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.0275298777024464,0.00018580335954891737,0.999677670720028,1.7299335045294282e-05,0.0001778373766812574,4.879006529049967e-05,4.5618041917068763e-05,3.278446103778119e-05,0.9507070875092754,0.013041549414082297,0.015919154109607172,0.010695345766149302,0.003615425159754852,0.006021438041131016,0.027521004016788853,4.762485781305966e-07,4.8958412309589095e-06,1.343184530541831e-06,1.2558591150019767e-06,9.025522029107352e-07,0.00017664457080618994,2.4231636948597056e-06,2.957832314741967e-06,1.98723117488783e-06,6.717581408801327e-07,1.1188034173577948e-06,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,78.33653316626756,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,19.069425194419164,-0.009295858618923347
