T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_oxygen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_oxygen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_oxygen,rhoL6_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_oxygen,rhoV6_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_oxygen,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.521071161,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027775023625060465,0.0001577005266424457,0.999728768565597,1.386825838421173e-05,0.0001509287073411368,4.023798681809179e-05,3.898864898515397e-05,2.720783287428895e-05,0.9508688331795218,0.01299619651682601,0.015869571395524033,0.01065959341288941,0.003604301957405723,0.006001503537832982,0.027767490165562063,3.8519120425992365e-07,4.1920484120999115e-06,1.1176110344973709e-06,1.0829106466718412e-06,7.556982008700724e-07,0.00014995251576029842,2.0495070350521804e-06,2.502639766664032e-06,1.6810234950070053e-06,5.684003168612805e-07,9.464402685627624e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,19.891099612546626,-0.009016000996290074
200.0,3.8520298447,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02777279124234032,0.00024038073557451246,0.9970202409726688,0.00016660625977299776,0.0016237108637539468,0.0004650274342581754,0.0004130875309856674,0.0003113269385604671,0.6336869675796707,0.10227018534839967,0.11260833982335756,0.08104138589124228,0.025193712624027594,0.045199408733302075,0.02769003501692177,4.627120872342589e-06,4.509498285695845e-05,1.2915109853613442e-05,1.147259376287873e-05,8.646418072756762e-06,0.00015232613939078347,2.458378238139004e-05,2.7068875558563357e-05,1.9480787952514735e-05,6.056083172416633e-06,1.0865067118844196e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,19.672085311663352,-0.09676511392503429
200.0,5.1829885285,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02777074511893922,0.0003234905763149821,0.994478055689738,0.00033729342141173885,0.0029440089863223386,0.0009032042326291657,0.0007388840207826001,0.000598553649115956,0.4784410826456907,0.15349137427737583,0.15243540420509097,0.11722455364399555,0.033653302499023666,0.06475428272882325,0.027617396610937955,9.366889636320356e-06,8.175732318702429e-05,2.5082654534691646e-05,2.0519359813610575e-05,1.6622280829610195e-05,0.00015477118155781845,4.965301312436692e-05,4.931141675711212e-05,3.7921038416562654e-05,1.0886526220311592e-05,2.0947400238810323e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,19.459571018720712,-0.17515096478106784
200.0,6.5139472122,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027768935677083773,0.00040695043655409496,0.9920951993797863,0.0005266449515285548,0.004120896940592164,0.0013498917266922517,0.001021925448181323,0.0008854415532194212,0.3864443723314828,0.19004926543655473,0.17039036895699342,0.1395779747321934,0.03717911279770314,0.0763589057450725,0.027549427777120886,1.462436978365734e-05,0.0001144329220751951,3.748505652954469e-05,2.837778203732216e-05,2.4587769537167255e-05,0.00015726370602417016,7.734063153619102e-05,6.934043503166177e-05,5.680131775060254e-05,1.5130056183719231e-05,3.1074290027750244e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,19.25365928384669,-0.24469888514310512
200.0,7.844905896,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02776740902869975,0.0004907044099193783,0.9898637173650577,0.0007350806667747235,0.005165042872393816,0.0018000404678652961,0.001267408135405177,0.0011687104925031785,0.3256237978713326,0.21948701788449396,0.17792059483823197,0.1547154498365253,0.038425334326593855,0.08382780524282231,0.027485950722744804,2.041128554342309e-05,0.00014341985808852934,4.998245993942775e-05,3.519264010209723e-05,3.245206228146889e-05,0.00015978503359015918,0.00010770324759597464,8.73064205025994e-05,7.591955351744332e-05,1.885548100668607e-05,4.113467370651569e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,19.054352343974042,-0.3058917521172724
200.0,9.1758645797,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027766204214745592,0.0005747045957831536,0.9877747279218222,0.0009627654625574874,0.006088149033761299,0.0022487717694133296,0.0014801405392479532,0.001445445273197821,0.28244597478938666,0.24493486759865837,0.1798851663161066,0.16544041699388257,0.03850193238501694,0.08879164191694879,0.02742675481364208,2.6732342444275198e-05,0.00016904478936122228,6.24398561818853e-05,4.109788447928233e-05,4.013452863684943e-05,0.00016232299977191324,0.0001407651940764872,0.0001033808317950834,9.507936797466566e-05,2.212723748820147e-05,5.102896467680257e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,18.861574398931193,-0.35923423121821685
200.0,10.5068232635,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027765351905386676,0.0006589076884029285,0.9858187751424643,0.001209625931361654,0.006902274098440403,0.0026916229212471912,0.0016644909267330733,0.001713210979753299,0.25021608141202156,0.2678960330603458,0.17869518802131598,0.17316401258533126,0.03794803650998396,0.09208064841100146,0.02737160520676778,3.358568965813743e-05,0.00019164406929063335,7.473385760503315e-05,4.621517632406697e-05,4.7567905741022636e-05,0.0001648692998044341,0.00017651875587610698,0.000117743633267852,0.00011409909924717625,2.5004253016223468e-05,6.0672647191135764e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,18.675186451789788,-0.4052331592517362
200.0,11.8377819472,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02776487394068469,0.0007432742350109501,0.9839861799501657,0.001475367504154701,0.007619273845440404,0.0031247135895972455,0.0018243610136055397,0.001970104097036256,0.22524401170830965,0.2891610762579904,0.17567393574494378,0.17869399365593713,0.03705151518868098,0.09417546744413818,0.02732025224569223,4.096339276903787e-05,0.0002115481778382087,8.675727891591187e-05,5.065315356505755e-05,5.4699691904238086e-05,0.00016741807049329134,0.00021492597775060084,0.00013057391020218588,0.00013281864143566824,2.7539436607863455e-05,6.999819852134044e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,18.494997696100487,-0.4444183339721981
200.0,13.168740631,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.027764783479471398,0.0008277685769927333,0.9822673148275811,0.0017594968608072162,0.00825040654425347,0.0035448407344351655,0.0019631876188828286,0.0022147534140401714,0.2053292972217148,0.3091703767122008,0.17159780459868787,0.18254333249929428,0.03597576635984192,0.09538342260826033,0.027272439315149555,4.8852049373121984e-05,0.00022907075131881147,9.842173546080274e-05,5.450747916786075e-05,6.149214900124542e-05,0.00016996514017613687,0.0002559215227793658,0.00014204327052773295,0.00015110363458245218,2.977960892590939e-05,7.895540000113616e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,18.32077538519773,-0.47731556017155796
200.0,14.4996993148,0.96,0.01057,0.012932,0.008675,0.002938,0.004885,0.02776508562506897,0.000912358927996255,0.9806528041779384,0.002061349247313392,0.008806088493638365,0.00394950964206676,0.0020839648890044866,0.0024462835500385074,0.1890786799967092,0.3281782150004149,0.1669427153148136,0.18506660440460582,0.034817151587614455,0.09591663369584202,0.027227909076464454,5.7233538354827805e-05,0.0002445018010478038,0.0001096584733890191,5.786146358284692e-05,6.792127223001685e-05,0.00017250762178874454,0.000299416324429503,0.00015231167678140734,0.00016884716880249316,3.176573909835903e-05,8.751039709574789e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,55.44611770258769,63.65845399182276,3.87,18.152254065519166,-0.5044424835233201
