Complexity,Loss,Equation
1,22.65133024171489,"8.143352738658514"
3,14.747790518745047,"6.851000633998583 / Tr"
4,4.45609869193755,"4.293362686227334 / cube(Tr)"
5,0.8665874963935386,"(Tr * -51.80094980783882) + 50.124624315373765"
7,0.46383220535885356,"((33.10571382970413 - Pr) / Tr) + -32.54960108393263"
8,0.4624348852633259,"((33.36077815082949 - square(Pr)) / Tr) + -33.08173638715125"
9,0.21628667852980887,"((Pr * -3.2531594197483047) + (31.71341673018797 / Tr)) + -29.709637733616916"
10,0.14223342032857464,"((cube(1.4817010121568595 - Pr) + 29.71704714001651) / Tr) + -30.2895448741369"
11,0.1216869046483386,"((2.7835477125348693 / (Pr + 0.4062634441168516)) + (30.555479532918348 / Tr)) + -33.21530618339462"
13,0.1068118578241752,"((30.568304209550337 / Tr) + -33.428300482586856) + (3.0822881342552164 / ((z_argon + Pr) + 0.41365999876970594))"
15,0.08309122418064567,"((3.62365787141244 / (Pr + 0.48950624737837184)) + -33.24089299171768) + ((30.452441318817467 / Tr) - (z_argon / 0.06182645282157525))"
17,0.056662693125242115,"(((3.490927597350529 / (Pr + 0.6290062120032485)) + 29.284161116423746) / Tr) + (-32.14443918425204 - (z_argon / (Tr - 0.6383401594746958)))"
19,0.04312375165222419,"(-32.33536312047791 - ((z_argon + z_argon) / (Tr - 0.6222340062135618))) + (((3.652216038980081 / (Pr + 0.6386382748982079)) + 29.429185921551298) / Tr)"
21,0.042476275005649156,"(((((3.8029861773127376 / (Pr + 0.6573478242257603)) + z_hydrogen) + 29.304859771458535) / Tr) + -32.3085470718487) - ((z_argon + z_argon) / (Tr - 0.6216004290926201))"
22,0.03879238872355751,"((-32.43669884861518 - (z_argon / cube((Tr * 1.1447131780223703) - 0.49548152670614654))) - Pr) + (((1.59430982562922 / (Pr + 0.3878103957104496)) + 31.38773379128417) / Tr)"
24,0.03860700366429656,"((((1.5710424135793488 / (Pr + 0.3857883487647153)) + 31.36424383584986) / Tr) + ((-32.418419548350776 - (z_argon / cube((Tr * 1.2155026727707985) - 0.5408779141394277))) - Pr)) - -0.019886888064522667"
