T,P,z_carbon dioxide,z_hydrogen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.3001076116,0.96,0.020296,0.019704,0.02788346278338875,0.00014354244056231092,0.9257065744465499,1.964080094595104e-05,0.07427378475250414,0.9616115357046052,0.02124883793559053,0.017139626359804216,0.02581190481691866,5.476535422123724e-07,0.002071010312927876,0.00013803206670791082,3.0501100563876813e-06,2.4602637980124143e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,20.81093813833092,-0.09257947784740495
200.0,4.1007717004,0.96,0.020296,0.019704,0.027814703441843565,0.00025357392244360673,0.9787539743214174,0.0006966398104144477,0.020549385868168114,0.5841258474702612,0.41311369160643585,0.0027604609233030887,0.027223751538275998,1.9376829732459988e-05,0.0005715750738351071,0.00014811908234373006,0.00010475485919580243,6.999809040742644e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,20.022682833468398,0.0012722433544247735
200.0,5.9014357892,0.96,0.020296,0.019704,0.02782320506149206,0.0003633070965422716,0.9782901728765122,0.001411652055636014,0.020298175067851747,0.4130079896390026,0.585057608115209,0.0019344022457885204,0.02721916808958572,3.927668461943762e-05,0.0005647602872869046,0.00015004873356450662,0.00021255558091430276,7.02782063462277e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,19.876962856764504,0.030916204550436532
200.0,7.7020998779,0.96,0.020296,0.019704,0.027831943508744395,0.0004730468353490924,0.9776675684995709,0.002124880387687467,0.02020755111274151,0.32142608939669287,0.6770701854888864,0.0015037251144207635,0.02721038853681155,5.913955091295647e-05,0.0005624154210198867,0.00015204959438774003,0.0003202859085547407,7.11332406611694e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,19.733818211904335,0.06034751386772541
200.0,9.5027639667,0.96,0.020296,0.019704,0.02784073724551581,0.000582767031077915,0.9770080822842107,0.0028363849248425827,0.020155532790946663,0.2644307743512239,0.7343312883421208,0.0012379373066553365,0.027200625305619997,7.896704741968445e-05,0.000561144892476124,0.00015410153729429683,0.00042794406473475806,7.214290488601208e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,19.591875599024743,0.08966710569509218
200.0,11.3034280554,0.96,0.020296,0.019704,0.027849551507751515,0.0006924569252253734,0.9763350715409042,0.003546199574072274,0.020118728885023602,0.22556185687328906,0.773380692145797,0.0010574509809139646,0.02719049386370267,9.876006769489228e-05,0.000560297576353953,0.0001561918698586035,0.0005355328161119496,7.322392548202389e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,19.450889245178384,0.11891025001935773
200.0,13.1040921442,0.96,0.020296,0.019704,0.027858374916947523,0.000802110374331326,0.9756561790492568,0.004254341345331053,0.020089479605412058,0.19737221116035147,0.8017008773101671,0.000926911529481487,0.027180195625990677,0.00011851903622290339,0.0005596602547339401,0.00015831429817643103,0.0006430525908010106,7.434853538844175e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,19.31078265127097,0.14810341172394814
200.0,14.9047562329,0.96,0.020296,0.019704,0.027867202644412465,0.0009117229537518696,0.9749746441212629,0.0049608201987990114,0.02006453567993804,0.17600258395188761,0.8231692597192964,0.0008281563288158254,0.02716981598089116,0.00013824418176242658,0.0005591424817588777,0.00016046559570857637,0.0007505023089090169,7.550491342762689e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,19.17152425796813,0.1772674997145991
200.0,16.7054203217,0.96,0.020296,0.019704,0.027876032288835374,0.0010212909858665746,0.9742920736162485,0.005665642960793304,0.020042283422958256,0.1592533744555656,0.839995740164799,0.0007508853796352976,0.027159397302882915,0.00015793564611208698,0.0005586993398403743,0.00016264403580030335,0.0008578800775966306,7.668724696405301e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,19.03309844411789,0.20641868635667038
200.0,18.5060844105,0.96,0.020296,0.019704,0.02788486251926951,0.0011308111586419574,0.9736093544119656,0.006368814947537557,0.020021830640496813,0.1457791313228055,0.8535320498800598,0.0006888187971344858,0.027148962995252404,0.0001775935292227534,0.0005583059947943514,0.00016484866839695976,0.0009651835662629155,7.789239820820073e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,86.02971371321541,3.87,18.895496368385476,0.23556917781249354
