temperature,pressure,z_carbon dioxide,z_nitrogen,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_nitrogen,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_nitrogen,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.41088198083384,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.02857172293000522,10.722483927957565,2.387011862211723,1219.4114672961778,6.590232924138054,0.9860162516076691,9.167295114615786e-06,2.3678750368301043e-05,5.670527515226632e-05,0.013894197071695757,0.9787519454077451,0.0025755774315725267,0.002311804065181188,0.013260747135213219,0.003099925960287939,20.049196484372718,0.6044183733790618,1.0000000006165288,6.178674579983458,4.052951352524306,6.8149019053096405,1.0000000001115885,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.6937915362767417,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.03192452638393863,10.722483927957565,2.387011862211723,1220.8651340257193,7.122560996981896,0.9938569686319482,6.403540756810836e-05,0.0001574463500588403,0.0003939646940497339,0.005527584916375191,0.8873784552749465,0.015976419668609507,0.013692451747114342,0.08183998966801129,0.0011126836413181181,19.880281217444264,0.6074136442321738,1.0000000006753618,6.128005749572193,4.003030162818859,6.7579178546473155,1.000000000122296,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9767010917196437,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.03527732983787205,10.722483927957565,2.387011862211723,1220.600054356988,7.636265838255123,0.9935692583222808,0.000123197649571825,0.00028860890280467275,0.0007537141050036925,0.00526522102033902,0.8066695529125129,0.027831249542590492,0.022743576154929532,0.14179061537365042,0.0009650060163167846,19.794785459059913,0.6103299071923574,1.0000000006784227,6.08689912639307,3.9826302600260317,6.711935621819355,1.000000000125698,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2596106471625452,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.038630133291805466,10.722483927957565,2.387011862211723,1220.2989476875923,8.150128345012467,0.9931138193147119,0.00018355058604118315,0.0004102508619530619,0.0011165904765225146,0.005175788760771547,0.7397349609609064,0.03788565123222127,0.02955935476831718,0.19194863472190404,0.0008713983166511319,19.71152862284882,0.6132107679225919,1.0000000006896925,6.046917139444355,3.962980985784878,6.6667799478686325,1.0000000001308977,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.5425202026054468,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.041982936745738886,10.722483927957565,2.387011862211723,1219.9891811862158,8.66448668315106,0.9926201241543662,0.0002450144340310949,0.0005231664059345658,0.0014819505501466007,0.005129744455521563,0.6833943306986386,0.046550917543419355,0.034722009233607146,0.2345334809986063,0.0007992615257285277,19.629175291788094,0.6161018086418658,1.0000000007106222,6.007420179865231,3.943617843405373,6.622184969611339,1.0000000001377,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.8254297580483487,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.045335740199672306,10.722483927957565,2.387011862211723,1219.676213708691,9.179432328380392,0.9921137912981969,0.00030755306884152603,0.0006281523962113268,0.0018494310465055547,0.005101072190244644,0.6353332274775828,0.05412588514705487,0.038643616322533485,0.2711570774427797,0.0007401936100489756,19.54744996197671,0.6189797830586172,1.000000000728593,5.968321154817692,3.924450238966107,6.5780550782965665,1.0000000001447196,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.10833931349125,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.04868854365360571,10.722483927957565,2.387011862211723,1219.3618415624985,9.695014241762742,0.9916030933735919,0.0003711404157034417,0.0007259337028816215,0.002218739435424012,0.00508109307239912,0.5938588601793251,0.06082957652755629,0.04161971823778978,0.30300147317608894,0.0006903718792398166,19.466253156873584,0.6218299409296372,1.0000000007463823,5.92957410463224,3.9054499213417917,6.534340151896494,1.0000000001517362,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.391248868934152,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.05204134710753914,10.722483927957565,2.387011862211723,1219.0468171315772,10.211268001648081,0.9910913750057274,0.00043575547687528944,0.000817161185129377,0.002589621987808501,0.005066086344459508,0.5577084885548909,0.06682585664392679,0.04386638329593481,0.33095170881084685,0.0006475626944006773,19.385543848560634,0.6247034770940217,1.0000000007559127,5.891152215920425,3.886755299391365,6.491010970915994,1.0000000001559415,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.674158424377054,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.05539415056147255,10.722483927957565,2.387011862211723,1218.731504142879,10.728223252581282,0.9905801572977736,0.0005013807792582673,0.0009024176163430199,0.002961853189012565,0.005054191117612503,0.5259219888299878,0.07223974894781479,0.045544350100450604,0.3556836271274287,0.0006102849943180527,19.305294598123282,0.6275410137975919,1.0000000007638623,5.853039247798509,3.8682311613760993,6.4485056509474425,1.0000000001645366,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.957067979819955,0.97999902000098,0.0021349978650021355,0.001918998081001919,0.010993989006010995,0.004952995047004954,308.28,84.38,0.648760866744518,0.058746954015405965,10.722483927957565,2.387011862211723,1218.416095275786,11.245906042246622,0.9900701691853407,0.0005680017590250793,0.0009822247974912153,0.003335231048101391,0.005044373210041414,0.49775662702238366,0.07716833697072918,0.046775030063938565,0.3777225218929529,0.0005774840499957618,19.22548886480788,0.6303817923465211,1.000000000778956,5.815225372216348,3.849850374718295,6.406345269670775,1.0000000001772644,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
