idx,split,source_id,temperature,pressure,actual,predicted,residual
3280,test,16,295.0,73.96160983250184,3.7154630801998905,3.7499914,-0.0345283198001094
3084,test,15,295.0,71.46956299387485,3.794276116319361,3.8429656,-0.04868948368063908
17817,test,91,290.0,59.37814472722588,2.7282877012998883,2.7570124,-0.028724698700111517
3281,test,16,295.0,75.06564760277415,3.757483192872991,3.799826,-0.042342807127008886
2113,test,10,295.0,83.21683204718366,4.282809442470748,4.406292,-0.1234825575292513
3464,test,17,290.0,56.118790057506025,2.509444625912397,2.5452118,-0.035767174087603326
14326,test,73,295.0,77.05702456963606,4.8996991308229605,4.8258953,0.07380383082296049
18589,test,95,295.0,70.97001393055785,3.980208646016837,4.006764,-0.026555353983163332
15097,test,77,295.0,73.00976898459065,4.300919105968615,4.3407087,-0.03978959403138571
16080,test,82,295.0,76.16027520748665,4.644853366473201,4.7096024,-0.06474903352679906
3468,test,17,290.0,56.636808890037976,2.532793683926701,2.5600913,-0.027297616073298947
3463,test,17,290.0,55.98928534937304,2.5026017480731126,2.5408137,-0.03821195192688753
17434,test,89,290.0,67.173057499209,3.088941228798562,3.1154244,-0.02648317120143817
15106,test,77,295.0,80.57919170551442,5.035247795932063,4.9185133,0.11673449593206353
3477,test,17,295.0,63.46145731232598,3.292625326627155,3.3298259,-0.0372005733728451
8332,test,42,295.0,84.69859896969214,4.362556438604583,4.2571077,0.1054487386045837
11030,test,56,295.0,78.03880899055748,4.478342126061478,4.5113196,-0.03297747393852202
12384,test,63,295.0,75.44662817302135,4.3320897017595765,4.2670393,0.0650504017595761
12376,test,63,290.0,72.61331666980233,3.152083541820196,3.1238265,0.02825704182019617
15297,test,78,295.0,65.09277984036615,3.380570957267048,3.43371,-0.05313904273295211
16660,test,85,290.0,56.86233636893499,2.5676856401775527,2.598843,-0.031157359822447273
17242,test,88,295.0,76.67932448040548,4.579837537489413,4.4139543,0.16588323748941303
6183,test,31,295.0,63.384597332522965,3.3340693785956947,3.3949945,-0.06092512140430539
4242,test,21,295.0,80.20871446720611,3.884564149194165,3.917167,-0.032602850805834915
12385,test,63,295.0,76.80933113914865,4.485993654398727,4.357355,0.1286386543987268
569,test,2,290.0,72.97475713870719,2.9811458610598094,2.9501305,0.031015361059809177
16074,test,82,290.0,74.08108643758483,3.6571508815295033,3.627103,0.03004788152950333
13919,test,71,290.0,56.60144448761165,2.5506862689286525,2.5888612,-0.03817493107134773
11232,test,57,295.0,79.46379343522727,4.865818516122808,4.7961955,0.06962301612280797
5986,test,30,290.0,62.18808010942835,2.978660383794477,3.0092244,-0.030564016205522737
12789,test,65,295.0,73.36663124240808,3.732238704228496,3.7800076,-0.04776889577150367
15475,test,79,285.0,82.97074923134014,2.5006164450560333,2.4613235,0.03929294505603309
16658,test,85,290.0,56.60144448761165,2.5506862689286525,2.5888612,-0.03817493107134773
6388,test,32,295.0,66.62477036217527,3.481898777748609,3.5087585,-0.026859722251391105
17245,test,88,295.0,80.36081036396503,4.643405776755093,4.600855,0.042550776755092556
3480,test,17,295.0,63.79037129750208,3.320087461164508,3.3531325,-0.033045038835492146
