T,P,z_carbon dioxide,z_hydrogen,z_methane,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_methane,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_methane,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_methane,rhoL4_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_methane,rhoV4_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_methane,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4935232905,0.97,0.007142,0.009123,0.013735,0.027772312137217724,0.00015603387834052062,0.999530720921883,9.914085907178193e-06,0.00037845317988469617,8.091181232511104e-05,0.9607175381776726,0.009383845547430159,0.011871694223415507,0.018026922051481795,0.027759279172180792,2.753370883693441e-07,1.051051984108039e-05,2.247108107480964e-06,0.00014990448347161945,1.4641978145139536e-06,1.8523864921522766e-06,2.812810562234959e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,19.888146858107493,-0.015424571231569928
200.0,3.3770668434,0.97,0.007142,0.009123,0.013735,0.02775160159950993,0.0002111502253356719,0.9960960455697678,0.00010808947359272294,0.0029535127539101922,0.0008423522027292049,0.7174060397667381,0.0752260057180911,0.06883991043886721,0.13852804407630367,0.027643260611499482,2.999656008245996e-06,8.196470926558706e-05,2.3376622736610516e-05,0.00015148044695391873,1.5883988058477477e-05,1.4535562601254284e-05,2.9250227722021408e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,19.692737125142333,-0.12869252541573672
200.0,4.2606103962,0.97,0.007142,0.009123,0.013735,0.02773733411014926,0.0002663887072728096,0.9935231063339712,0.0002245063826970318,0.0045906636053244625,0.0016617236780072718,0.574701365351068,0.12338837253641677,0.08528753214758884,0.21662272996492637,0.02755768234653871,6.227208546728604e-06,0.000127332770208187,4.609178485563379e-05,0.00015309395378378964,3.2869269052471905e-05,2.271963543528438e-05,5.770584900126365e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,19.52173182917441,-0.21410772000175982
200.0,5.1441539491,0.97,0.007142,0.009123,0.013735,0.02772705086952169,0.0003217311260090161,0.9914765526730177,0.0003562714729625796,0.005670935050295507,0.002496240803724214,0.4809355429678503,0.16166673626330905,0.08773348725888092,0.2696642335099597,0.027490720811902764,9.878357254192865e-06,0.00015723830461729707,6.9213395747437e-05,0.00015473193377680403,5.201322109619706e-05,2.8226593644497425e-05,8.675937749151759e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,19.366494387914575,-0.2818214999547308
200.0,6.0276975019,0.97,0.007142,0.009123,0.013735,0.02771931141349458,0.00037716561693043393,0.9897603609721446,0.0005017181411241878,0.006417085777937747,0.003320835108793496,0.4146255552126711,0.1937703139160837,0.08517402006174857,0.30643011080949656,0.027435475670519682,1.3907281395620983e-05,0.00017787719904576352,9.205126253351307e-05,0.00015638250332691077,7.308349999096355e-05,3.212471182303456e-05,0.000115574901789525,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,19.222003830539276,-0.3375180655782728
200.0,6.9112410548,0.97,0.007142,0.009123,0.013735,0.027713305826378862,0.0004326799299861299,0.9882643955407887,0.0006599389140238009,0.00695439965572465,0.004121265889462847,0.36525179128226426,0.22176803685891108,0.08092702826342597,0.3320531435953987,0.027388073430943325,1.828908895106994e-05,0.0001927294044979611,0.00011421390198650719,0.00015803711947931861,9.595457866127512e-05,3.5015500923004705e-05,0.00014367273092253145,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,19.085451871320437,-0.3843619727175174
200.0,7.7947846076,0.97,0.007142,0.009123,0.013735,0.027708567120192276,0.00048826095000343835,0.9869251956412588,0.0008303962334095264,0.007355055524411554,0.0048893526009202385,0.32705830192648644,0.24690249253851235,0.076282355042468,0.3497568504925333,0.02734628302603471,2.3009089769782712e-05,0.00020379804967089854,0.0001354769547168851,0.00015968979720513765,0.00012055284556507089,3.7245695141535e-05,0.00017077261209169487,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,18.95522009242511,-0.4242156462586131
200.0,8.6783281605,0.97,0.007142,0.009123,0.013735,0.027704812753355658,0.0005438953040390564,0.9857044497124362,0.001012700073122923,0.007662431884656305,0.005620418329784662,0.2966312136831671,0.26995154304720026,0.07174862504073153,0.3616686182289012,0.027308757209432523,2.805666590118016e-05,0.00021228624059974502,0.000155712637422212,0.00016133632415368045,0.0001468253765814694,3.9023740230912925e-05,0.00019670986307299362,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,18.830319900370153,-0.4582473111987184
200.0,9.5618717133,0.97,0.007142,0.009123,0.013735,0.027701861850321023,0.0005995699865688846,0.9845777710476521,0.0012064919601347628,0.007903775711768089,0.006311961280445153,0.2718177635896172,0.29141497039847475,0.06751606554212351,0.36925120046978455,0.02727463739445906,3.342207360317622e-05,0.0002189493028633223,0.00017485307939546702,0.00016297377286461103,0.0001747236698877854,4.048060651027493e-05,0.00022139193730621326,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,18.71010140385609,-0.48726658549979973
200.0,10.4454152662,0.97,0.007142,0.009123,0.013735,0.027699591428649802,0.0006552728271411879,0.9835287626525803,0.0014113883407730855,0.008096914398454263,0.006962934608192443,0.25119334591137016,0.3116193493653223,0.06364070993372722,0.3735465947895802,0.027243344883801958,3.909488038657443e-05,0.00022428122066993486,0.00019287044379133646,0.00016460017393439788,0.0002041956920505123,4.170202791954572e-05,0.00024477493323673194,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,75.52930996715713,63.65845399182276,3.87,18.5941006849855,-0.5118720553866645
