temperature,pressure,z_carbon dioxide,z_hydrogen,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.52127895998119,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.028290832136234175,46.905499345072435,2.496315801961574,1222.2596882278076,6.760792496939074,0.9998249266157891,1.4644313512920361e-05,0.00016042907069784826,0.9508870880599901,0.013723845556332492,0.03538906638367738,19.882841523476884,0.6054468177281741,1.0000000008271195,2.031657644915843,6.783207915036758,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.035595007968794,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.045282708796777316,46.905499345072435,2.496315801961574,1220.9096004219055,8.755911658567628,0.997794928307728,0.00019381130931469487,0.002011260382957379,0.6070131309263157,0.11369278375911303,0.2792940853145713,19.54099279341601,0.6178307700524371,1.000000000697666,1.9956995986627803,6.589705388410754,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.549911055956398,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.062274585457320446,46.905499345072435,2.496315801961574,1219.590727994445,10.716228977546825,0.9958111463271262,0.00038717785475082746,0.003801675818123025,0.4497870999413371,0.16481157660105492,0.38540132345760797,19.21327703727799,0.6297768420264368,1.0000000008522332,1.962776530407314,6.41088020127171,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.0642271039440026,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.07926646211786358,46.905499345072435,2.496315801961574,1218.304278811554,12.636652612165454,0.9938754312064295,0.0005955797321492255,0.0055289890614211345,0.35979372874389565,0.19854672747791874,0.4416595437781855,18.899472746714213,0.6413376847771467,1.0000000008917342,1.93154499223433,6.241629609366308,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.578543151931607,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.09625833877840671,46.905499345072435,2.496315801961574,1217.0517141209996,14.513072524281146,0.9919899089596167,0.0008196918815667281,0.007190399158816628,0.30154722381173316,0.22423342466543772,0.4742193515228291,18.599378644420494,0.6524346565669618,1.0000000008270282,1.90180636094291,6.082940760593295,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,10.09285919991921,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.11325021543894985,46.905499345072435,2.496315801961574,1215.8343914907734,16.341998171080714,0.9901565276196395,0.001060067376205584,0.008783405004155063,0.26079073951913523,0.24560308753421095,0.4936061729466538,18.312746055291598,0.6630818940379427,1.0000000008345793,1.8736067796864626,5.933003025757727,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,11.607175247906815,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.13024209209949297,46.905499345072435,2.496315801961574,1214.6534468817226,18.120473828207512,0.9883769005318472,0.0013171293974230255,0.010305970070729711,0.23068945823225628,0.2644238772692861,0.5048866644984575,18.039275187337843,0.6733046245064899,1.0000000008532193,1.8469105696912629,5.791991570525413,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,13.121491295894419,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.1472339687600361,46.905499345072435,2.496315801961574,1213.509731005146,19.846096068505375,0.9866522186847102,0.001591157363633879,0.011756623951655956,0.20755767796502705,0.2816279973445477,0.5108143246904253,17.778613015294503,0.6830992385545179,1.0000000009409993,1.8216161934769894,5.65972071958374,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,14.635807343882023,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.16422584542057925,46.905499345072435,2.496315801961574,1212.4037700309275,21.517054516259616,0.9849831957694627,0.001882275600491681,0.013134528630045685,0.1892327541427348,0.29774140472329447,0.5130258411339707,17.530352908374294,0.6924726633337357,1.0000000010256878,1.7976718623364587,5.535089247874983,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,16.150123391869627,0.96,0.011171,0.028829,306.09,89.12,0.6534025940082983,0.18121772208112238,46.905499345072435,2.496315801961574,1211.3357434572738,23.132165028740804,0.9833700376459337,0.002190447752462835,0.014439514601603455,0.17436220694301166,0.313073006110619,0.5125647869463694,17.294044684684454,0.701461048234129,1.0000000012761114,1.7751415102446884,5.418043716197378,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
