CO2,H2,Ar,N2,CH4,O2,CO,H2S,feed_source,template_name,mixture_size,active_components
0.95,0.0021511621355673016,0.03744531538666124,0.003198532488891046,0.0071185045152918035,4.670196329850466e-06,2.8551693431487396e-05,5.326358382731569e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.02841405409133763,0.004947415492687626,0.016188590894439043,0.000364217573555643,8.776459190983804e-06,2.7468323836416897e-07,7.66708055507536e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.016428185406701913,0.009804794379107796,0.0011412894633765225,0.022551561486390627,3.16877447628533e-06,7.219999077686787e-06,6.378049086921186e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.02257756274235597,0.021874549166250062,0.0011688177717611727,0.0042616005236288815,9.434395327158336e-06,2.380592857410805e-05,8.42294721026921e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.014236911225112685,0.01679706882372943,0.016450392983856338,0.0024745785869944273,5.737848019267766e-06,1.2607591300609716e-06,3.404977315783754e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.017090137794968156,0.004448263095195969,0.011424248635943553,0.01699979516417772,7.655226948769406e-06,1.7790776349451723e-05,1.210930641641761e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.003846509169741454,0.01879353814449511,0.0048460691091916815,0.02243960170500042,7.209300525308935e-06,2.8297311103480024e-05,3.877525994259191e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.00765949993721594,0.02987422645176856,0.009509008146588907,0.0028681371392223955,5.342127973570299e-07,2.5578422786252058e-05,6.301568962063103e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.008180540218560848,0.0041467360332335754,0.035996411370475496,0.0015648286844014286,7.310982863320485e-06,2.9940564179188445e-05,7.423214628618613e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.030276367900246397,0.011425276365621762,0.006222788273907115,0.0020353739053268643,9.027553849604857e-06,1.1357267646519102e-05,1.9808733401781848e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.024009882397031453,0.0004080110510092338,0.0027995914754537277,0.012690417896883393,2.5939497843250404e-06,3.0122729332298732e-06,8.649095690467187e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.005834620477025117,0.007107583716888553,0.015337275895318359,0.011590468396343142,7.781169807826755e-06,3.402036862952516e-05,8.824997598751307e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.001382421362860614,2.0175869657574038e-05,0.03703090276005923,0.0014864545150356343,8.093140309673438e-06,3.294295000436519e-05,3.900940207294595e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.010479968898258423,0.0037601071707417024,0.009099594745140042,0.016593323325776763,7.411542969679872e-06,6.859516034109225e-06,5.273480107931097e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.013427190559515604,0.005604819638768629,0.00021893504449277604,0.020705552633843473,8.792595709539294e-06,1.2952093530886833e-05,2.1757434139128962e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.000445272535559449,0.001630653173070195,0.03209894754611674,0.005749665597600299,7.60192133389033e-06,2.2684167635211286e-05,4.5175058684252716e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.001954043168852489,0.0006710435063351198,0.035424893590353536,0.001838345158617054,3.159320913947422e-06,2.1607286398316506e-05,8.690796852957239e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0013967561589777566,0.01770055539121668,0.005408059571088477,0.015439232137323655,2.3009692367997684e-06,1.2719713067245805e-05,4.037605908942339e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.028793470609304164,7.161667671169909e-05,0.010523821027468712,0.0005234295726711998,6.105927839328729e-06,6.219732004342473e-06,7.53364540005907e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.011689196340999087,0.003895361896757216,0.0075804862235139495,0.01672387051505496,5.2675708964468044e-06,2.2242128332124415e-05,8.357532444624919e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.000889029313567383,0.0008731751571612111,0.03157719231150388,0.006544525160065593,7.764309063835741e-06,1.1200920508770454e-05,9.711282812936081e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.00046580217675103343,0.005633285034030641,0.031802270775942,0.0020077473066557137,2.1895177027933556e-06,4.229960374553544e-06,8.447522854330667e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0038117501174461427,0.01365880605495622,0.0038897401846051285,0.018558553237032035,3.876554365514926e-06,3.3648817334185874e-05,4.362503426080759e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.008576911004705912,0.003969091823298622,0.007268763807294661,0.020062271440400976,6.46826539740306e-06,3.248460727557298e-05,8.400905162688846e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0005354276639833541,0.01647351509076216,0.0197282477206553,0.003182229057591988,5.520886377112867e-06,2.0997587538126362e-05,5.406199309199391e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0009880066578028305,0.02952197372134568,0.008599039045186059,0.0007927698272757492,3.6505028592082946e-06,2.982955408982174e-05,6.473069144068616e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.017278391568724256,0.004213404915808198,0.0018697062668820634,0.01655115194380306,6.888991723316363e-08,1.0444320317095758e-05,7.683209454813199e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.004347608374401904,0.0020077629191635697,0.0006015476243624951,0.033024899893648214,1.6212439883376076e-06,1.2454270724885073e-06,1.531451736303151e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.003490189421257328,0.02084886858964895,0.00012555808548001484,0.015455917655946179,7.428161933902467e-07,2.8191231856168055e-06,7.590430828855453e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.002306916539507255,0.001066570987147513,0.029560823141503382,0.0070502444433191026,1.2327284028082543e-06,7.598843931802691e-07,1.3452275726794728e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,6.929246388191875e-07,1.1162223271079889e-06,0.00032274996933459,0.029656853559930585,7.326429300717307e-07,3.4197215900490794e-06,1.443495924880372e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.004874265411785263,0.008196680045566724,0.008255294204994856,0.008536396858071388,9.15370842886907e-06,3.46662097934894e-05,9.354356135944036e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.026962021720072737,0.0006084121430590759,0.0020357008855271426,0.0002757970414596646,3.696479748795808e-06,2.1632953007535028e-05,9.273877712507461e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.00031056678055803733,0.01595830977311957,0.00235818902188212,0.011332718225004156,7.084204684756742e-06,1.584143979229239e-05,1.729055495909567e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.010363006915012952,0.006042491515572739,0.010032459493013804,0.0034959985395311482,3.7037241970718773e-06,3.145304568873131e-05,3.088676698358084e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0025908891877501365,0.001400082790019889,0.023454044720839874,0.002511374873560251,1.5192487542852619e-06,1.4757636443173245e-05,2.7331542632417752e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.000840369532490433,0.0001258543139484287,0.018139784010233105,0.010850564979491616,4.474894587433398e-06,1.470342982998629e-07,3.880523495071022e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.025995000418549425,0.00021819533242932118,0.0031174934074632093,0.0005581674214207328,4.596442613629498e-06,9.55061202762726e-06,9.699636549608184e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.026059909072186714,0.0022420072870391805,0.00028668194478144557,0.0013331726978522234,4.9642587699066665e-06,8.873708729790402e-06,6.439103064076463e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.013807557776139186,0.0046513294278235605,0.009235284409971659,0.0022105442879769947,8.165687248528235e-06,8.068203336407526e-06,7.905020750369256e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.014571103067157405,0.0001368060929106664,0.010759243393895985,0.004485376799585257,3.504016317450927e-06,2.636688081678825e-05,1.7599749316475078e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.028171436596323426,0.000485269857519431,0.0002036932394591829,0.0010555509535747063,2.9510955227138125e-06,3.2401478534425495e-05,4.8696779066141374e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,2.1012976824926256e-05,0.028479563901111143,0.0005219511135558342,0.0009457447054906083,4.653146288945714e-06,5.433260735992972e-06,2.1640895992575943e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,2.4205894966769883e-06,0.012189677761081619,0.011052848835988357,0.006663081318365842,7.179617025598916e-06,7.921885931545312e-06,7.686999211038645e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0025426081879666627,0.018155734080276282,0.00892655224682366,0.0002919304061859125,6.361485730123741e-06,2.413099207600807e-05,5.26826009413793e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.010620565802753373,0.01803319113548002,0.0009060291470628642,0.0004187561556287742,8.115796665622002e-06,2.2563782889273233e-06,1.108558412044628e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0006164370489755574,0.02921904837090722,1.5788949780950572e-05,9.856681140804966e-05,9.286452717462279e-06,1.3890133860863037e-05,2.6982232349925297e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.013435812993982601,0.0016422851180288858,0.007387005705142114,0.00747263926543936,3.955805945811755e-06,9.64347468030205e-06,4.865763678095117e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.004378386124696632,0.008811963150577851,0.008098946258009703,0.008610977025693465,8.40860291378106e-06,1.228275592500088e-05,7.903608218359449e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.011261830208111445,0.006708092983473045,0.010218070563638096,0.0016853505381808182,7.37984570306057e-06,3.0140205650206194e-05,8.913565524335712e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.006824195558909007,0.0022637200326700076,0.007563338757884535,0.003231970016749415,2.8363528677871277e-06,1.929709231540545e-05,9.4642188603859e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.018550935990858154,5.2169491163147414e-05,0.0002471839838788113,0.001126953027961765,4.427677806370966e-06,4.83864899855283e-06,1.3491179333216808e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.008648468569320106,0.0008183964014519592,0.0016312040091903972,0.008865220185392786,4.84869816828998e-06,7.631104424132209e-06,2.4231032052348747e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.003145636846727993,0.000447941982822881,0.004476399102635597,0.011884001910276824,8.056363172089221e-07,1.755870970847839e-05,2.7655811511033412e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00017097908586070557,0.01722383514435572,0.0020729042222439775,0.00046487124473220754,6.178401754189559e-06,8.236811319019815e-06,5.299508973419706e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0072073143564027175,0.0012924111722758494,0.010119162119953923,0.001359309898492692,8.454264684313948e-06,7.667782793893362e-06,5.680405396627264e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0021053763835699084,0.006662589193194198,0.005636858215962769,0.0054871464190571605,1.3049718024649338e-06,2.063232396278554e-05,8.609249245072885e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0070081217160780935,0.005035306558412328,0.007927429151570868,2.7844466551754217e-06,2.904532273048277e-06,2.0053703180130124e-05,3.3998918303742874e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,9.574390940352115e-05,5.003346073223392e-06,0.005855001494109949,0.013951053955727315,6.698062836970514e-06,1.4375530953378947e-05,7.212370089566047e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0056177678701755255,1.2797204330449902e-05,0.014244585615745221,5.570283629323715e-05,6.391139114015514e-06,3.231448198873147e-05,3.0440852352837057e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0001002533646272106,0.012208475808386274,0.002391050265951332,0.005282597089301552,5.05858651313044e-06,3.1708349953578267e-06,9.394050225158424e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0018816077036708533,0.012910104237973697,0.0048074880607594525,0.000353463697607562,4.432237412871007e-06,1.0066237604709144e-05,3.283782497087313e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0008030212501022856,0.006343948611499896,0.011950748967508676,0.0008315796911322094,7.050453804679363e-06,8.092279000253484e-06,5.555874695201618e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0007605076560540708,0.00016915396763008891,0.005479878885725749,0.013483794409851977,8.542074262349761e-06,1.057716385059193e-08,9.811242931192992e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.014967843347480017,0.0020064681203498876,0.0012739507749464556,0.0016702232602289827,5.0675325317674226e-06,6.246236550642562e-06,7.020072791226688e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,1.393710247328811e-06,0.007365824767540579,0.012014779943232362,0.0006070020608034305,4.853364861845888e-07,8.62524018762163e-06,1.888941502511588e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.01874449092240196,7.056343480562352e-05,0.0010407797537407685,0.00010472846019789217,1.8094336754228548e-06,2.1189109150586654e-05,1.6438886027766832e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0034359836992368855,3.908960180760509e-06,0.0021967567738172458,0.014247585328401305,6.211936136159265e-06,3.210959125564064e-05,7.744371097201901e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.003497037108691067,0.013807851333715154,0.00023336502232337232,0.0024220967943119746,6.231393207246836e-06,1.3201947719293011e-05,2.0216400031909942e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0007866025999099411,0.004414468816801654,0.012520611704839158,0.002200385572502604,5.048109997682267e-06,3.1211608250308386e-05,4.167158769866996e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00039072236568871106,0.009494052270503232,2.134321986967325e-05,1.3301752686940614e-07,5.188211300312662e-06,1.1662192878566117e-05,7.689872223264437e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0009199375212041278,0.003402118537611554,0.0008317545765515839,0.0047639679868043145,9.730716837400531e-06,2.3807384266155338e-05,4.868327672487243e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00034797259122091456,2.0340130352990048e-05,0.0003551294742751808,0.009261417195158115,8.49606225317873e-06,4.506082002103554e-06,2.138464737526619e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0009515744165147409,0.005397455890798675,0.0025371607782760136,0.0010776800146788427,3.701957274302413e-06,2.547286955955481e-05,6.9540728978789274e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0012814261122145879,0.0032717283459981258,0.00047473312567705397,0.004887381753204838,1.0563677262194694e-06,6.055869035641295e-06,7.761842614354303e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0067306573486990715,3.114416525295605e-05,0.003044171791688481,0.00012797215693576404,7.719941730269826e-06,8.167007043130883e-06,5.016758865033503e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00035100088834524336,0.00028843326014584567,0.00014547249599315107,0.009180539933464297,8.89652659952595e-06,1.6140283221552278e-05,9.516612230394262e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00020221332547419775,1.8060751548837987e-05,0.0017737310239501695,0.007985374791502277,3.3993548958104373e-06,3.878919162422844e-06,1.3341833466294157e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00014343840248770226,0.008546051314971197,0.000669478874686115,0.0005596384770926459,4.127184252669216e-06,9.003688741902949e-06,6.826205776777653e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,5.491165870623568e-05,0.000762266081058311,0.00027518885699379764,0.008836959913117712,3.104172087830415e-07,2.746484321316976e-05,4.289822970199983e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.002462015733878852,0.005781997869143712,0.0012109955867420357,0.00044552657934217825,7.0768324827109855e-06,1.9095219226427924e-05,7.329217918409196e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,2.1072764301469316e-05,0.007085474603602326,0.0003558746872342111,0.002420033078240662,1.813794361550014e-07,2.414485147750735e-05,9.321863570767842e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0007528056006034063,0.004017726207259072,0.004483730117250905,0.0006655428403934284,2.0426568556127134e-06,2.580119736982035e-05,5.235138026776373e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.005100507573985614,0.0005161686110737102,0.0012733342630843292,0.0030008855071276294,3.0744703969874055e-06,1.2655709676959525e-05,9.337386465477926e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0006911559489771259,0.004247872147073467,0.004614183022972471,0.0003961031444488037,3.9928821726650755e-07,3.7865593346927785e-06,4.649988897618046e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00013790316793399677,0.0013978616469748606,0.001359196542848837,0.007077755537936561,8.121021742550861e-07,1.5175979202790214e-05,1.1295022928707843e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0007117253753179274,0.0009962511986735772,0.007466701278831096,0.0007170155648191054,9.493092017141369e-06,2.235156513744697e-05,7.646192520371423e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.006732333070810305,0.00010845912609407604,0.000356902390484558,0.0027315428941693675,2.2778953844154544e-06,7.579261335528537e-06,6.0905361721758646e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.006017573916430248,0.001555867801020217,0.001887945305374259,0.0004329433625681462,6.620660409698633e-06,4.180545909528415e-06,9.48684082879113e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0012820292785379254,0.002721985053729035,0.005463662240201995,0.00044341370608902897,6.55983924431016e-06,2.9961918085708313e-06,7.935369038914318e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0067374239206308,0.003524027657398475,0.019674691000196864,0.009661711180582629,2.8854328001051953e-05,0.0003694315896986929,3.860323491519939e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006615457674153245,0.0030194664204918485,0.020973212841693133,0.008904237743294945,2.7952491932139004e-07,0.0004851904063544329,2.155389093109627e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.005547321216124072,0.0010560835433179405,0.023505351458456166,0.009731559732698156,1.4292158877534133e-05,0.00014051800232647906,4.8738881996872666e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.00692992615872095,0.00025380775110770413,0.023958045038551142,0.008633033007368418,3.448473230880116e-06,0.00021852265546936611,3.216915551573253e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007327596474664221,0.00011111337748782635,0.023116400551030432,0.008879377462729906,1.3272296782138732e-05,0.0005486150616601092,3.624775645404046e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006594770122756505,0.0015524436233956068,0.02212851252864951,0.009499728308333249,2.1714329207567344e-05,0.00019970116866159653,3.1299189960002467e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006098866016000833,0.0031500459087963764,0.020776778054836288,0.009822755931927232,2.2717147207066726e-05,0.00012691940937079168,1.917531861448369e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007315692570060638,0.0031251884051492007,0.02165831540376774,0.007583695995669384,1.95315544715852e-05,0.0002928266531091412,4.7494177723470644e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0060031749970044,0.003991391239446554,0.01933334999328035,0.009948728276603059,1.69558560979721e-05,0.0007053559710338952,1.0436665338049207e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0018828533238256443,0.003756147430765961,0.02372583146963358,0.009982554214848189,2.5909069251887498e-05,0.0006226145066159175,4.089985058862373e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007401703772641879,0.0030638779705737923,0.023997536571520362,0.005130308460539124,9.446100905757426e-06,0.0003966567910288463,4.7033279027262275e-07,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0048905015818573585,0.003828126504320704,0.02381909452192196,0.00675726387697608,1.0812479293366e-05,0.0006918317429028081,2.3692927277612072e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.005523159631175624,0.0027961261562029728,0.021682882615008964,0.009725366514088625,1.013776305480001e-05,0.000260268801614897,2.0585188541553614e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006974020144956787,0.001672225492136799,0.021162346787873636,0.009628708103057562,3.87701754974315e-05,0.0005211883815726437,2.7409149051723984e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0057444484090379755,0.0008179323887206982,0.023828354381772072,0.00941450062639803,1.2754299209949838e-05,0.00018198827533840584,2.161952290205327e-08,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
