temperature,pressure,z_carbon dioxide,z_argon,z_methane,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_methane,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_methane,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_methane,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4540206487832212,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.029131299249563408,7.197071975369975,2.4297234146368525,1219.8576034748692,6.6801128749911625,0.9898675448724746,0.00015473086833034128,0.00046599072748065287,0.009511733531714474,0.9660532837185926,0.01683428816920484,0.015022424857981258,0.0020900032542213905,19.97092803982157,0.6054131029843673,1.0000000008219394,4.660731071591499,3.783940349062242,1.0000000000961746,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.61509239384643,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.031043357001975667,7.197071975369975,2.4297234146368525,1219.9784912147234,6.991163040160382,0.9938910220925915,0.0004589112038637418,0.0013172150379912597,0.004332851665553477,0.912884376825184,0.046609663462960346,0.03960735691443396,0.000898602797421711,19.83333394327545,0.6080004493770467,1.0000000008242869,4.6078450198540475,3.7317376750766535,1.000000000121337,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.776164138909639,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.03295541475438793,7.197071975369975,2.4297234146368525,1219.1065413915537,7.297698324166117,0.9931676061422209,0.0007961750981914069,0.002168212750525957,0.0038680060090617798,0.8617404811643529,0.07609703413364725,0.0614032528062173,0.0007592318957825464,19.74406334239463,0.6105375534702056,1.0000000008613843,4.5773410804429515,3.704177704525519,1.0000000001661677,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9372358839728476,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.03486747250680019,7.197071975369975,2.4297234146368525,1218.2219397032338,7.609896817832377,0.9921796743328466,0.001149967005758457,0.0029716100833369714,0.0036987485780579457,0.8159471723529598,0.10380836072553884,0.07955513176091761,0.0006893351605837688,19.660068102851298,0.6129975465875355,1.000000000858892,4.549186138447196,3.679036668046706,1.0000000001802185,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.0983076290360563,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.03677953025921245,7.197071975369975,2.4297234146368525,1217.3708420011185,7.928090013611536,0.9911442022245548,0.0015190609536278126,0.0037264494535863227,0.00361028736823117,0.7748441763014976,0.12991210280300827,0.09460300242405599,0.000640718471438212,19.579166426220777,0.6153973123362085,1.0000000008645515,4.522371030730475,3.6551996719943953,1.000000000191591,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2593793740992654,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.03869158801162471,7.197071975369975,2.4297234146368525,1216.5619239930845,8.252182247669442,0.990108002441304,0.0019027515873600662,0.004433933259938568,0.003555312711397308,0.7377754777510399,0.15458785889511176,0.1070342571149819,0.000602406238866392,19.500794354609763,0.6177334617836124,1.0000000009075634,4.49663816212844,3.6323862288399917,1.0000000002244507,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.420451119162474,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.040603645764036966,7.197071975369975,2.4297234146368525,1215.7967325079674,8.581976522268224,0.989086328683954,0.0023003705457660937,0.005095867918288551,0.0035174328519913096,0.7041856345407099,0.1779850533805031,0.11725894974572112,0.0005703623330657369,19.424681604446647,0.6200142962255498,1.0000000005577725,4.471866238378887,3.610468256303013,1.0000000000960807,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.5815228642256827,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.042515703516449226,7.197071975369975,2.4297234146368525,1215.0745674754544,8.9172327074304,0.9880849466241962,0.002711226110417135,0.005714360159205631,0.0034894671061809052,0.6736121327913982,0.20022497392366934,0.1256202304375769,0.0005426628473555572,19.350642515140912,0.6222354281079425,1.0000000006364036,4.447974202138588,3.589363128190886,1.0000000001214608,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.7425946092888918,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.04442776126886149,7.197071975369975,2.4297234146368525,1214.3938057551427,9.257688127515268,0.9871059344462878,0.003134602288311085,0.00629169131534398,0.003467771950056998,0.6456692408016442,0.22140657393020546,0.1324059608098896,0.0005182244582605729,19.27852588171549,0.6244151770106655,1.0000000006732086,4.424895686995594,3.5690053528890657,1.0000000001501737,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.9036663543521004,0.97,0.01407,0.01261,0.00332,307.49,84.24,0.6504276561839409,0.04633981902127375,7.197071975369975,2.4297234146368525,1213.7523951212543,9.603068856907067,0.9861496961143017,0.003569768373021942,0.006830234807655768,0.003450300705020543,0.620033513485313,0.24161169143960945,0.1378584321022811,0.0004963629727965585,19.208194771137638,0.6265304056378412,1.0000000007136198,4.402571998669206,3.549338305507076,1.0000000001851619,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
