T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_methane,rhoL6_oxygen,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_methane,rhoV6_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_wsd_corrected
200.0,77.57699188160993,0.95,0.02,0.03,0.0,0.0,0.0,0.02803813465340081,0.004742203884063157,0.9501360784628814,0.019885919857790667,0.02997800167932791,0.0,0.0,0.0,0.05778396527184155,0.7679812011980885,0.17423483353006988,0.0,0.0,0.0,0.026640043306996465,0.0005575640986794718,0.0008405272477248715,0.0,0.0,0.0,0.0002740233445486976,0.0036419234352090646,0.000826257104305395,0.0,0.0,0.0,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.13831347114723,17.233866031406286
202.09585714285714,76.152204278044,0.95,0.02,0.03,0.0,0.0,0.0,0.02788247080407995,0.004614196240624726,0.9501379873930031,0.019884905821845277,0.0299771067851517,0.0,0.0,0.0,0.06397330673243835,0.7590277609095729,0.17699893235798875,0.0,0.0,0.0,0.026492194693332694,0.0005544403060194804,0.0008358358047277793,0.0,0.0,0.0,0.0002951853914251495,0.0035023030409187545,0.0008167078082808218,0.0,0.0,0.0,19.417940515974223,0.027627767513713795,0.00016538349316484743,309.1473760575555,82.3795680252517,2.660998473749235,17.669738542288272,16.788689816330354
204.19171428571428,74.82124818571936,0.95,0.02,0.03,0.0,0.0,0.0,0.027725441631553865,0.0044949800421951805,0.9501400528485551,0.01988378406577414,0.029976163085670745,0.0,0.0,0.0,0.07069203537577363,0.7496502544240043,0.17965771020022198,0.0,0.0,0.0,0.02634305257705412,0.0005512866945300418,0.0008311023599697038,0.0,0.0,0.0,0.00031775928815625816,0.003369662932262439,0.0008075578217764833,0.0,0.0,0.0,18.925582049169066,0.02747896759421396,0.00018227931333954095,309.1473760575555,82.3795680252517,2.952567260975689,17.203649635637692,16.345876573992822
206.28757142857143,73.57982591367589,0.95,0.02,0.03,0.0,0.0,0.0,0.02756695382246825,0.004384055594706004,0.9501422795585748,0.01988255284348988,0.029975167597935407,0.0,0.0,0.0,0.07796737689952235,0.7398346199073165,0.18219800319316126,0.0,0.0,0.0,0.02619252834536595,0.0005481014161092704,0.0008263240609930319,0.0,0.0,0.0,0.0003418133149009026,0.0032434761045618604,0.0007987661752432409,0.0,0.0,0.0,18.435602978462526,0.02732877110507152,0.00020048197375264077,309.1473760575555,82.3795680252517,3.268234449616596,16.740084896748385,15.905462423800579
208.38342857142857,72.42416820999776,0.95,0.02,0.03,0.0,0.0,0.0,0.02740691169108426,0.004280980153813271,0.9501446742407141,0.01988120891828981,0.029974116840996032,0.0,0.0,0.0,0.08582588230260824,0.7295677690823426,0.1846063486150492,0.0,0.0,0.0,0.026040531180669273,0.0005448825371355656,0.0008214979732794196,0.0,0.0,0.0,0.00036741889882097956,0.003123265140303332,0.0007902961146889597,0.0,0.0,0.0,17.94805008477636,0.027177098529254023,0.00022006225760338316,309.1473760575555,82.3795680252517,3.6092972284796088,16.27908636404367,15.467487210300726
210.4792857142857,71.35097416328209,0.95,0.02,0.03,0.0,0.0,0.0,0.02724521678156385,0.004185361944403205,0.9501472455494475,0.019879747650707182,0.029973006799845325,0.0,0.0,0.0,0.09429313248184412,0.7188378359221832,0.18686903159597265,0.0,0.0,0.0,0.025886967679400477,0.0005416280343063019,0.0008166210678570733,0.0,0.0,0.0,0.00039465088830808017,0.0030085965226658608,0.0007821145334292641,0.0,0.0,0.0,17.462972981938183,0.02702386743473162,0.0002410938337582354,309.1473760575555,82.3795680252517,3.977079770511314,15.820700000409994,15.0319945280537
212.57514285714285,70.35735923992812,0.95,0.02,0.03,0.0,0.0,0.0,0.02708176745541198,0.004096855061447553,0.9501500041273033,0.019878163004091464,0.02997183286860529,0.0,0.0,0.0,0.10339343043383036,0.707634420510635,0.18897214905553475,0.0,0.0,0.0,0.02573174145953436,0.0005383357879175786,0.0008116902079600418,0.0,0.0,0.0,0.00042358789879326335,0.002899075657323501,0.000774191505330789,0.0,0.0,0.0,16.980424131135546,0.026868992201320774,0.00026365347675827775,309.1473760575555,82.3795680252517,4.372932493555993,15.364975446581818,14.599031483985627
214.671,69.44081021383836,0.95,0.02,0.03,0.0,0.0,0.0,0.026916458458548703,0.004015155036796407,0.9501529623049648,0.019876447832486818,0.029970589862548327,0.0,0.0,0.0,0.11314944437770776,0.6959488885546107,0.19090166706768158,0.0,0.0,0.0,0.02557475273914858,0.0005350035823866419,0.0008067021370134829,0.0,0.0,0.0,0.0004543125615038682,0.0027943426852329064,0.0007664997900596325,0.0,0.0,0.0,16.500458851568684,0.026712383722262794,0.0002878213144144365,309.1473760575555,82.3795680252517,4.798231378874406,14.911965955426393,14.168648626339172
216.76685714285713,68.5991459601166,0.95,0.02,0.03,0.0,0.0,0.0,0.02674918046259231,0.003939995210337378,0.9501561345678846,0.01987459355538405,0.02996927187673131,0.0,0.0,0.0,0.12358190012048034,0.6837745700794098,0.19264352980010999,0.0,0.0,0.0,0.025415897911195487,0.000531629089633642,0.0008016534617631783,0.0,0.0,0.0,0.0004869120945590847,0.0026940685310633742,0.0007590145847149192,0.0,0.0,0.0,16.02313560958489,0.026553949077429084,0.0003136811058896047,309.1473760575555,82.3795680252517,5.254377353235036,14.461728288969491,13.740899850218279
218.86271428571428,67.83048325740562,0.95,0.02,0.03,0.0,0.0,0.0,0.02657981957430082,0.003871143516411743,0.950159537311546,0.019872590406584314,0.029967872281869565,0.0,0.0,0.0,0.13470920415937895,0.6711070533088201,0.19418374253180076,0.0,0.0,0.0,0.02525506906854204,0.0005282098674809924,0.0007965406382777837,0.0,0.0,0.0,0.0005214786622825656,0.002597951718234629,0.0007517131358945477,0.0,0.0,0.0,15.548515957480019,0.026393591174584966,0.000341320553616953,309.1473760575555,82.3795680252517,5.742795739859492,14.014322620960934,13.315842297266975
