temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_oxygen,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_oxygen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_oxygen,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_oxygen,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.3810543097040777,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.028248360537478676,11.00484393116325,2.357479514558493,1217.3428974738208,6.50916914735605,0.976107117006774,2.829204625487751e-06,1.6395983231903276e-05,9.413656715371541e-05,0.023779521238214817,0.9805491519572023,0.0028534060147949,0.0018633293808959725,0.009376549562495125,0.005357563084611688,20.160308611928368,0.6039163845795088,1.000000000611687,2.0410136203402214,4.743479504690164,4.091375711064394,1.0000000001407443,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.6746315918470964,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.03173130373528409,11.00484393116325,2.357479514558493,1220.332595869418,7.041510700553037,0.9906852118448338,2.6140691404181328e-05,0.00014147802286861342,0.0008021479831490985,0.008345021457744206,0.8905362877534563,0.023222170927644635,0.014139761003926388,0.07041155298835769,0.0016902273266149223,19.923012777065424,0.6066222294015902,1.0000000006832095,2.0298409914628954,4.646980901076313,4.01648130766163,1.0000000001274714,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9682088739901147,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.035214246933089506,11.00484393116325,2.357479514558493,1220.1249190723086,7.518239629112432,0.9901198170199552,5.569871281612676e-05,0.00027719898338360397,0.0015538410505492037,0.007993444233295786,0.8058925076677041,0.04457145189344746,0.024995435235455207,0.1230724979917746,0.001468107211618575,19.84381679565495,0.6089984923798845,1.0000000006737215,2.0228028227051422,4.623558382374935,3.997489672914096,1.0000000001261793,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2617861561331334,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.038697190130894926,11.00484393116325,2.357479514558493,1219.877966070084,7.974543078578354,0.9893575175123329,8.9753563249104e-05,0.0004088149484913408,0.002266740320507014,0.007877173655419623,0.7361600920780129,0.06533370197887926,0.03358715500918113,0.16359465647228913,0.0013243944616375563,19.770103530203066,0.6113034937500438,1.000000000663366,2.0162089796695915,4.6023163623839265,3.9801484690910347,1.0000000001248899,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.555363438276152,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.04218013332870034,11.00484393116325,2.357479514558493,1219.6308986860836,8.407957324218227,0.988583394099437,0.00012885953819021906,0.0005349192810816827,0.0029354097502034566,0.007817417331087588,0.6778073668820184,0.08601614144352492,0.040365167255637435,0.19459862927504493,0.001212695143774372,19.700374164898758,0.6134959908908115,1.000000000659477,2.009989327580862,4.582418250441396,3.96389581240697,1.000000000124821,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.848940720419171,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.04566307652650576,11.00484393116325,2.357479514558493,1219.3921294573693,8.815827887319267,0.9878365100940035,0.00017355138429457284,0.0006542446413048424,0.0035555592819045334,0.0077801345984924225,0.628275752643774,0.10696333116520536,0.045654013086143315,0.2179859453006701,0.0011209578042073046,19.63458520354826,0.6156083536914232,1.0000000006587053,2.0041280775097547,4.56380207895097,3.9486876391239,1.0000000001256726,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.1425180025621895,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.04914601972431118,11.00484393116325,2.357479514558493,1219.164982500248,9.195907316401945,0.987131960939652,0.00022426653135230895,0.0007656632005889767,0.004123881601933857,0.0077542277264728,0.5857105668836168,0.12836988182732953,0.049696159718536775,0.23517987925258613,0.0010435123179307465,19.57286663689609,0.6175794249945974,1.000000000663069,1.9986425057489396,4.546493011832528,3.934545602279509,1.000000000127202,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.436095284705208,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.05262896292211659,11.00484393116325,2.357479514558493,1218.951063418324,9.546685120383858,0.9864769975932953,0.000281283921823026,0.000868292061294373,0.004638430846029304,0.007734995577558053,0.548739788488142,0.15029713726610158,0.05268498466516136,0.2473011303327758,0.0009769592478193353,19.51531499228138,0.6194774845162442,1.0000000006705834,1.993613106842408,4.530513825206612,3.921488123266953,1.0000000001299918,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.729672566848226,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.056111906119922006,11.00484393116325,2.357479514558493,1218.7510187971238,9.86761203347326,0.9858747089937799,0.0003446806968940197,0.0009615894898891435,0.005098929450235259,0.007720091369201654,0.516327928231483,0.17269241539167268,0.05478514696121844,0.2552755001973181,0.0009190092183078174,19.461926530170633,0.6212367060923697,1.0000000006828014,1.9889220996048689,4.51585813770969,3.9095095690986055,1.0000000001338094,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.023249848991245,0.98,0.002501,0.001635,0.008229,0.007635,308.87,84.29,0.6475216110337683,0.059594849317727426,11.00484393116325,2.357479514558493,1218.5647893994483,10.159174976278727,0.9853252387408593,0.00041431919965515733,0.0010454037105338682,0.005506842573222493,0.007708195775729085,0.48767935176412597,0.19541555168098915,0.05614343456092407,0.25989364343998983,0.0008680185539709082,19.412576994165445,0.6228842742316097,1.0000000006969738,1.9845566518889064,4.502482469738894,3.898574107211406,1.0000000001386684,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
