feature,mean_abs_shap
temperature,9.394458399139422
pressure,1.5141678123360132
z_hydrogen,0.9412845441912752
z_carbon dioxide,0.5313465451620221
z_nitrogen,0.22510327909135805
z_methane,0.21150246275404855
z_carbon monoxide,0.15332833173800975
z_argon,0.1527357656601911
z_hydrogen sulfide,0.10712403386376133
z_oxygen,0.04947762168811805
